codanum,focal,whale,codatype,Duration,handv
6684,True,FORK,5R2,0.4984416,a
6685,True,FORK,5R2,0.4958666,a
6686,True,FORK,5R2,0.4852416,a
6688,True,FORK,1+1+3,0.8372,i
6689,True,FORK,1+1+3,0.7987834,i
6690,True,FORK,1+1+3,0.8128416,i
6691,True,FORK,1+1+3,0.828525,i
6692,True,FORK,1+1+3,0.824425,i
6693,True,FORK,1+1+3,0.7848583,i
6694,True,FORK,5R2,0.5439584,a
6695,True,FORK,5R2,0.5487166,a
6696,True,FORK,5-NOISE,0.6982147,a
6697,True,FORK,1+1+3,0.7722083,a
6698,True,FORK,1+1+3,1.1649,a
6699,True,FORK,1+1+3,1.161175,a
6700,True,FORK,1+1+3,1.1399583,a
6701,True,FORK,1+1+3,1.1531584,a
6702,True,FORK,1+1+3,1.13155,a
6703,True,FORK,1+1+3,1.25605,a
6704,True,FORK,1+1+3,1.19745,a
6705,True,FORK,1+1+3,1.2336584,a
6706,True,FORK,1+1+3,1.2559917,a
6707,True,FORK,1+1+3,1.24645,a
6708,True,FORK,1+1+3,1.254775,a
6709,True,FORK,6-NOISE,1.5032083,i
6710,True,FORK,6-NOISE,1.4693917,i
6711,True,FORK,7D2,1.5676917,i
6712,True,FORK,7D2,1.5293167,i
6713,True,FORK,9-NOISE,1.7775667,i
6714,True,FORK,1+1+3,1.0961417,i
6715,True,FORK,1+1+3,1.121675,i
6716,True,FORK,1+1+3,1.0168334,i
6717,True,FORK,1+1+3,0.9860084,i
6718,True,FORK,1+1+3,1.011075,i
6719,True,FORK,1+1+3,1.002025,i
6720,True,FORK,1+1+3,0.9974917,i
6721,True,FORK,1+1+3,1.0103417,i
6763,True,FORK,1+1+3,1.3368834,a
6764,True,FORK,1+1+3,1.2738917,a
6765,True,FORK,1+1+3,1.2885333,a
6766,True,FORK,1+1+3,1.32125,a
6767,True,FORK,1+1+3,1.301675,a
6768,True,FORK,1+1+3,1.335725,a
6769,True,FORK,1+1+3,1.3247002,a
6770,True,FORK,1+1+3,1.2874395,i
6771,True,FORK,1+1+3,1.294625,i
6772,True,FORK,1+1+3,1.33655,i
6773,True,FORK,1+1+3,1.2991667,i
6782,True,FORK,1+1+3,1.215575,a
6783,True,FORK,7D2,1.4242583,i
6784,True,FORK,8D,1.4060167,i
6785,True,FORK,7D2,1.4148167,i
6794,True,FORK,5R2,0.4901667,a
6795,True,FORK,5R2,0.4837,a
6796,True,FORK,5R2,0.4988667,a
6797,True,FORK,5R2,0.477284,a
6798,True,FORK,5R2,0.5027834,a
6799,True,FORK,5R2,0.486575,a
6805,True,FORK,5R2,0.480025,a
6806,True,FORK,5R2,0.4970166,a
6807,True,FORK,5R2,0.520275,a
6808,True,FORK,5R2,0.5105917,a
6809,True,FORK,5R2,0.5006833,a
6810,True,FORK,5R2,0.4904917,a
6811,True,FORK,5R2,0.4940917,a
6812,True,FORK,6i,0.6410584,a
6813,True,FORK,5R2,0.4718501,a
6814,True,FORK,5R2,0.46625,a
6815,True,FORK,5R2,0.4618,a
6817,True,FORK,1+1+3,0.8057833,i
6818,True,FORK,1+1+3,0.7898834,i
6819,True,FORK,1+1+3,0.7407666,i
6820,True,FORK,1+1+3,0.7728752,i
6832,True,FORK,1+1+3,1.23535,a
6833,True,FORK,1+1+3,1.2256084,a
6834,True,FORK,1+1+3,1.24035,a
6835,True,FORK,1+1+3,1.2427417,a
6836,True,FORK,1+1+3,1.2671333,a
6837,True,FORK,1+1+3,1.2538833,a
6838,True,FORK,1+1+3,1.254825,a
6839,True,FORK,1+1+3,1.2556883,a
6840,True,FORK,1+1+3,1.2605083,a
6841,True,FORK,1+1+3,1.269425,a
6842,True,FORK,1+1+3,1.2473417,a
6843,True,FORK,1+1+3,1.2642084,a
6844,True,FORK,1+1+3,1.2613,a
6859,True,FORK,1+1+3,1.3402152,a
6860,True,FORK,1+1+3,1.2740451,a
6861,True,FORK,1+1+3,1.3172974,a
6866,True,FORK,1+1+3,1.3490416,a
6867,True,FORK,1+1+3,1.3244916,a
6868,True,FORK,1+1+3,1.3375834,a
6869,True,FORK,1+1+3,1.3138,a
6870,True,FORK,1+1+3,1.2774,a
6871,True,FORK,1+1+3,1.320675,a
6872,True,FORK,1+1+3,1.2428758,a
6873,True,FORK,1+1+3,1.2376333,a
6874,True,FORK,1+1+3,1.2293417,a
6887,True,FORK,1+1+3,1.3656167,a
6888,True,FORK,1+1+3,1.34805,a
6889,True,FORK,8i,0.3511917,a
6890,True,FORK,8i,0.356175,a
6891,True,FORK,9i,0.399975,a
6892,True,FORK,8i,0.3662416,a
6893,True,PINCHY,9i,0.585725,i
6894,True,PINCHY,9i,0.6383083,i
6895,True,PINCHY,5R2,0.5067771,i
6896,True,PINCHY,5R2,0.4788667,i
6897,True,PINCHY,5R2,0.5400417,i
6898,True,PINCHY,1+1+3,1.0785417,i
6899,True,PINCHY,1+1+3,1.1786861,i
6900,True,PINCHY,1+1+3,1.1852458,a
6901,True,PINCHY,1+1+3,1.1748703,a
6902,True,PINCHY,1+1+3,1.1848333,a
6903,True,PINCHY,1+1+3,1.1856,a
6904,True,PINCHY,1+1+3,1.2150417,a
6905,True,PINCHY,1+1+3,0.9390916,i
6906,True,PINCHY,1+1+3,1.0442583,i
6907,True,PINCHY,1+1+3,1.174525,i
6908,True,PINCHY,1+1+3,1.2054333,i
6909,True,PINCHY,1+1+3,1.24815,i
6910,True,PINCHY,1+1+3,1.2559417,i
6911,True,PINCHY,1+1+3,1.2924,i
6912,True,PINCHY,1+1+3,1.315475,a
6913,True,PINCHY,1+1+3,1.3000166,a
6914,True,PINCHY,1+1+3,1.2400167,i
6930,True,PINCHY,1+1+3,1.2330978,a
6931,True,PINCHY,1+1+3,1.2414952,a
6932,True,PINCHY,1+1+3,1.233825,i
6933,True,PINCHY,1+1+3,1.24485,i
6934,True,PINCHY,1+1+3,1.263225,i
6935,True,PINCHY,1+1+3,1.2867,i
6936,True,PINCHY,1+1+3,1.2764916,i
6937,True,PINCHY,1+1+3,1.2991917,a
6940,True,PINCHY,1+1+3,1.2013667,a
6941,True,PINCHY,1+1+3,1.17455,a
6942,True,PINCHY,1+1+3,1.1771417,a
6943,True,PINCHY,1+1+3,1.1958196,a
6944,True,PINCHY,1+1+3,1.2514208,
6945,True,PINCHY,1+1+3,1.1323696,i
6946,True,PINCHY,1+1+3,1.2018667,a
6947,True,PINCHY,1+1+3,1.2085834,i
6948,True,PINCHY,1+1+3,1.23505,i
6949,True,PINCHY,1+1+3,1.253575,i
6950,True,PINCHY,1+1+3,1.268075,i
6951,True,PINCHY,1+1+3,1.2701917,i
6952,True,PINCHY,1+1+3,1.2988584,a
6953,True,PINCHY,1+1+3,1.3088,a
6954,True,PINCHY,1+1+3,1.308325,a
6955,True,PINCHY,1+1+3,1.3078916,a
6956,True,PINCHY,1+1+3,1.3087,i
6957,True,PINCHY,1+1+3,1.32375,i
6958,True,PINCHY,7i,0.5498084,i
6969,True,PINCHY,1+1+3,1.1702167,i
6970,True,PINCHY,1+1+3,1.2113167,i
6971,True,PINCHY,1+1+3,1.2037167,i
6972,True,PINCHY,1+1+3,1.1644167,i
6973,True,PINCHY,1+1+3,1.1996833,i
6974,True,PINCHY,1+1+3,1.1999166,i
6975,True,PINCHY,1+1+3,1.2217333,i
6976,True,PINCHY,1+1+3,1.2137584,i
6977,True,PINCHY,1+1+3,1.2271333,i
6998,True,PINCHY,1+1+3,1.2043833,a
6999,True,PINCHY,1+1+3,1.1902166,a
7000,True,PINCHY,1+1+3,1.2035833,a
7001,True,PINCHY,1+1+3,1.16895,a
7002,True,PINCHY,1+1+3,1.250275,a
7007,True,PINCHY,9i,0.398175,a
7008,True,PINCHY,8i,0.3775166,a
7009,True,PINCHY,8i,0.3582833,a
7010,True,PINCHY,8i,0.3617833,a
7011,True,PINCHY,5R1,0.3268417,a
7012,True,PINCHY,5R1,0.3342909,a
7013,True,PINCHY,5R1,0.3284584,a
7014,True,PINCHY,5R1,0.3225417,a
7015,True,PINCHY,5R1,0.31745,a
7016,True,PINCHY,5R1,0.311925,a
7017,True,PINCHY,5R1,0.3121417,a
7018,True,PINCHY,5R1,0.3214333,a
7059,True,PINCHY,1+1+3,1.3226417,i
7060,True,PINCHY,1+1+3,1.2644416,i
7061,True,PINCHY,1+1+3,1.2528333,i
7062,True,PINCHY,1+1+3,1.2615333,i
7063,True,PINCHY,1+1+3,1.336875,a
7064,True,PINCHY,1+1+3,1.333,a
7065,True,PINCHY,1+1+3,1.1831167,i
7066,True,PINCHY,1+1+3,1.2610666,i
7067,True,PINCHY,1+1+3,1.2505333,i
7068,True,PINCHY,1+1+3,1.2901084,a
7069,True,PINCHY,1+1+3,1.343025,i
7070,True,PINCHY,1+1+3,1.3436011,a
7071,True,PINCHY,1+1+3,1.3557084,a
7072,True,PINCHY,1+1+3,1.361975,a
7073,True,PINCHY,1+1+3,1.3916417,a
7077,True,PINCHY,1+1+3,1.242825,i
7078,True,PINCHY,1+1+3,1.2303167,i
7079,True,PINCHY,1+1+3,1.2203583,i
7083,True,PINCHY,1+1+3,1.204675,i
7084,True,PINCHY,1+1+3,1.1973,i
7085,True,PINCHY,1+1+3,1.1702584,i
7104,True,PINCHY,1+1+3,0.9768417,i
7105,True,PINCHY,1+1+3,1.0156916,i
7106,True,PINCHY,1+1+3,0.97785,i
7107,True,PINCHY,1+1+3,0.9016,i
7108,True,PINCHY,1+1+3,1.1459917,i
7109,True,PINCHY,1+1+3,1.113975,i
7110,True,PINCHY,1+1+3,1.1286583,i
7111,True,PINCHY,1+1+3,1.1107,i
7112,True,PINCHY,1+1+3,1.1361,i
7113,True,PINCHY,4-NOISE,1.021625,i
7114,True,PINCHY,1+1+3,1.2857521,a
7115,True,PINCHY,1+1+3,1.3125418,a
7116,True,PINCHY,1+1+3,1.3472923,a
7117,True,PINCHY,1+1+3,1.337425,a
7118,True,PINCHY,1+1+3,1.2884917,a
7119,True,PINCHY,1+1+3,1.3087139,a
7158,True,PINCHY,1+1+3,1.2517583,a
7159,True,PINCHY,1+1+3,1.193525,a
7160,True,PINCHY,1+1+3,1.212525,a
7161,True,PINCHY,1+1+3,1.2450834,a
7165,True,PINCHY,5R1,0.3331599,a
7166,True,PINCHY,5R1,0.3298425,a
7167,True,PINCHY,5R1,0.327625,a
7171,True,PINCHY,5R1,0.3021,a
7172,True,PINCHY,5R1,0.3154091,a
7173,True,PINCHY,5R1,0.3181402,a
7174,True,PINCHY,5R1,0.3116478,a
7175,True,PINCHY,5R1,0.3118443,a
7178,True,PINCHY,1+1+3,1.2625159,a
7179,True,PINCHY,1+1+3,1.313875,a
7180,True,PINCHY,1+1+3,1.367825,a
7181,True,PINCHY,1+1+3,1.2625397,a
7182,True,PINCHY,1+1+3,1.2695587,a
7183,True,PINCHY,1+1+3,1.2806466,a
7184,True,PINCHY,1+1+3,1.2778008,a
7185,True,PINCHY,1+1+3,1.2673084,a
7186,True,PINCHY,1+1+3,1.268425,a
7187,True,PINCHY,1+1+3,1.2710084,a
7205,True,PINCHY,5R1,0.3375981,a
7206,True,PINCHY,5R1,0.354152,a
7207,True,PINCHY,5R1,0.3245558,a
7208,True,PINCHY,5R1,0.3271114,a
7209,True,PINCHY,5R1,0.3358957,a
7210,True,PINCHY,5R1,0.3270657,a
7211,True,PINCHY,5R1,0.3427528,a
7227,True,FORK,1+1+3,1.0008622,
7228,True,FORK,1+1+3,0.9700084,
7229,True,FORK,1+1+3,0.984825,i
7230,True,FORK,1+1+3,0.959975,i
7231,True,FORK,1+1+3,0.9453416,i
7232,True,FORK,1+1+3,0.9859584,
7233,True,FORK,1+1+3,0.9604083,i
7234,True,FORK,1+1+3,0.983475,
7235,True,FORK,1+1+3,0.9423083,i
7236,True,FORK,1+1+3,0.9687667,i
7237,True,FORK,1+1+3,1.08825,a
7238,True,FORK,1+1+3,1.154405,a
7239,True,FORK,1+1+3,1.1855,a
7284,True,FORK,1+1+3,1.204325,a
7285,True,FORK,1+1+3,1.1901833,i
7286,True,FORK,1+1+3,1.2035333,i
7287,True,FORK,1+1+3,1.1689835,i
7288,True,FORK,1+1+3,1.2502417,i
7297,True,FORK,5R2,0.4587898,a
7298,True,FORK,5R2,0.4583686,a
7299,True,FORK,5R2,0.4659613,a
7300,True,FORK,5R2,0.484075,a
7379,True,FORK,9i,0.40325,a
7380,True,FORK,9i,0.3952583,a
7381,True,FORK,9i,0.4078,a
7382,True,FORK,8i,0.3462333,a
7383,True,FORK,8i,0.374225,a
7384,True,FORK,8i,0.4262417,a
7385,True,FORK,5R2,0.4898833,a
7386,True,FORK,5R2,0.4930333,a
7387,True,FORK,5R2,0.500125,a
7388,True,FORK,5R2,0.4927833,a
7389,True,FORK,5R2,0.498175,a
7390,True,FORK,5R2,0.501525,a
7391,True,FORK,5R2,0.508275,a
7452,True,FORK,5R1,0.3331461,
7453,True,FORK,5R1,0.3298916,
7454,True,FORK,5R1,0.3275084,
7458,True,FORK,5R2,0.50715,
7459,True,FORK,5R2,0.5066666,
7486,True,,1-NOISE,0.0,
7523,True,TBB,1+1+3,1.2664417,a
7524,True,TBB,1+1+3,1.2819416,a
7525,True,TBB,1+1+3,1.2381167,a
7526,True,TBB,1+1+3,1.2361916,a
7527,True,TBB,1+1+3,1.2690167,a
7551,True,TBB,7i,0.3939667,a
7552,True,TBB,5R1,0.3608417,a
7553,True,TBB,5R1,0.327325,a
7554,True,TBB,5R1,0.323,a
7555,True,TBB,5R1,0.3360333,a
7556,True,TBB,5R1,0.3097584,a
7557,True,TBB,5R1,0.3122584,i
7558,True,TBB,5R1,0.3278,i
7559,True,TBB,5R1,0.3297083,i
7564,True,TBB,5R1,0.3294833,a
7565,True,TBB,5R1,0.3300584,a
7566,True,TBB,5R1,0.327,a
7567,True,TBB,5R1,0.3216083,a
7568,True,TBB,5R1,0.3327166,a
7569,True,TBB,5R1,0.3222083,a
7570,True,TBB,5R1,0.3349068,a
7571,True,TBB,5R1,0.327725,a
7572,True,TBB,5R1,0.32415,a
7573,True,TBB,5R1,0.3155333,a
7584,True,TBB,1+1+3,1.0367666,i
7585,True,TBB,1+1+3,1.010813,i
7586,True,TBB,1+1+3,0.9998,i
7587,True,TBB,1+1+3,0.9815167,i
7588,True,TBB,1+1+3,0.982525,i
7589,True,TBB,1+1+3,1.0074667,i
7590,True,TBB,1+1+3,0.9837834,i
7591,True,TBB,1+1+3,0.9720084,i
7607,True,TBB,5R1,0.3838083,a
7608,True,TBB,5R1,0.3689834,a
7609,True,TBB,5R1,0.3343,a
7610,True,TBB,5R1,0.3368,a
7611,True,TBB,5R1,0.3710417,a
7612,True,TBB,5R1,0.3350833,a
7619,True,TBB,5-NOISE,0.3815833,a
7620,True,TBB,5R1,0.3211417,i
7621,True,TBB,5R1,0.323225,i
7622,True,TBB,5R1,0.3237319,i
7623,True,TBB,5R1,0.31055,i
7624,True,TBB,5R1,0.3079917,i
7625,True,TBB,5R1,0.3120584,i
7626,True,TBB,5R1,0.3025833,i
7627,True,TBB,5R1,0.3070833,i
7628,True,TBB,5R1,0.3094,i
7629,True,TBB,5R1,0.3124833,i
7642,True,SAM,5R1,0.3131833,i
7643,True,SAM,5R1,0.3136713,a
7644,True,SAM,5R1,0.3179034,
7645,True,SAM,5R1,0.3283661,a
7655,True,SAM,5R1,0.3294083,a
7656,True,SAM,5R1,0.3300084,a
7657,True,SAM,5R1,0.3269333,a
7658,True,SAM,5R1,0.3215334,a
7659,True,SAM,5R1,0.332825,a
7660,True,SAM,5R1,0.3222,
7661,True,SAM,5R1,0.3152083,a
7662,True,SAM,5R1,0.32245,a
7663,True,SAM,5R1,0.31405,a
7664,True,SAM,5R1,0.3262917,a
7671,True,SAM,7i,0.322875,a
7672,True,SAM,7i,0.332025,a
7673,True,SAM,5R1,0.3284583,a
7674,True,SAM,5R1,0.3300083,a
7675,True,SAM,5R1,0.3315917,a
7676,True,SAM,5R1,0.3382083,a
7677,True,SAM,5R1,0.3291417,a
7678,True,SAM,5R1,0.307175,a
7679,True,SAM,5R1,0.3053,a
7680,True,SAM,5R1,0.3226917,a
7681,True,SAM,5R1,0.3200334,a
7682,True,SAM,5R1,0.3170917,a
7689,True,SAM,5R1,0.3170666,a
7690,True,SAM,5R1,0.3271334,a
7691,True,SAM,5R1,0.3275461,a
7692,True,SAM,5R1,0.3182084,a
7693,True,SAM,5R1,0.3223,a
7694,True,SAM,5R1,0.3196417,a
7695,True,SAM,5R1,0.3242667,a
7696,True,SAM,5R1,0.3145833,a
7697,True,SAM,5R1,0.329275,a
7698,True,SAM,5R1,0.33005,a
7699,True,SAM,5R1,0.334525,a
7700,True,SAM,5R1,0.3340666,a
7712,True,SAM,1+1+3,0.9017583,a
7713,True,SAM,1+1+3,0.9000833,a
7714,True,SAM,2+3,0.6686917,i
7715,True,SAM,2+3,0.6097333,i
7716,True,SAM,1+1+3,1.1370206,i
7730,True,SAM,5R1,0.3256328,i
7731,True,SAM,5R1,0.3324417,a
7732,True,SAM,5R1,0.3305666,a
7733,True,SAM,5R1,0.3342667,a
7734,True,SAM,5R1,0.3184667,a
7735,True,SAM,5R1,0.3222083,a
7736,True,SAM,5R1,0.3090667,a
7737,True,SAM,5R1,0.31685,a
7738,True,SAM,5R1,0.3185666,a
7739,True,SAM,5R1,0.3146167,a
7740,True,SAM,5R1,0.3137584,a
7770,True,TBB,8i,0.3883416,a
7771,True,TBB,5R1,0.3307417,a
7772,True,TBB,5R1,0.3267833,a
7773,True,TBB,5R1,0.3266667,a
7774,True,TBB,5R1,0.3254917,a
7775,True,TBB,5R1,0.3180584,a
7776,True,TBB,6i,0.4363334,a
7784,True,TBB,5R1,0.327575,a
7785,True,TBB,5R1,0.3044833,a
7786,True,TBB,5R1,0.3086916,a
7787,True,TBB,1+1+3,0.7435,a
7788,True,TBB,1+1+3,0.7120333,a
7807,True,TBB,6i,0.4678583,a
7808,True,TBB,5R1,0.3402084,a
7809,True,TBB,5R1,0.337875,a
7814,True,LAIUS,1+1+3,1.4187186,
7815,True,LAIUS,1+1+3,1.4175833,
7816,True,LAIUS,1+1+3,1.3804084,
7817,True,LAIUS,1+1+3,1.4151532,
7818,True,LAIUS,1+1+3,1.4123083,
7819,True,LAIUS,1+1+3,1.3934416,
7820,True,LAIUS,1+1+3,1.39545,
7821,True,LAIUS,1+1+3,1.408525,
7822,True,LAIUS,1+1+3,1.389875,
7823,True,LAIUS,1+1+3,1.4082833,
7833,True,LAIUS,1+1+3,1.1636603,i
7834,True,LAIUS,1+1+3,1.1683333,
7841,True,LAIUS,1+1+3,0.8384833,a
7842,True,LAIUS,1+1+3,0.8152833,a
7843,True,LAIUS,1+1+3,0.8083916,a
7844,True,LAIUS,1+1+3,0.8038083,a
7845,True,LAIUS,1+1+3,0.806875,a
7846,True,LAIUS,1+1+3,0.8690416,a
7847,True,LAIUS,1+1+3,0.7707167,a
7848,True,LAIUS,1+1+3,0.7434667,a
7849,True,LAIUS,1+1+3,0.7325083,a
7850,True,LAIUS,1+1+3,0.7273171,a
7851,True,LAIUS,1+1+3,0.7310833,i
7852,True,LAIUS,1+1+3,0.742475,i
7853,True,LAIUS,1+1+3,0.7412583,
7872,True,SOPH,5R1,0.305075,a
7873,True,SOPH,5R1,0.3006584,a
7874,True,SOPH,1+1+3,0.68315,
7875,True,SOPH,1+1+3,0.7081417,
7876,True,SOPH,1+1+3,0.7281333,
7877,True,SOPH,1+1+3,0.73281,
7878,True,SOPH,1+1+3,0.7402584,
7879,True,SOPH,1+1+3,0.7388,
7880,True,SOPH,1+1+3,0.7183584,
7881,True,SOPH,1+1+3,0.7383083,
7882,True,SOPH,1+1+3,0.7345833,
7883,True,SOPH,1+1+3,0.7225417,
7884,True,SOPH,1+1+3,0.71765,
7885,True,SOPH,5R1,0.2999083,a
7886,True,SOPH,5R1,0.299704,a
7887,True,SOPH,5R1,0.2994296,a
7905,True,SOPH,5R1,0.3238936,a
7906,True,SOPH,5R1,0.3175083,a
7915,True,SOPH,1+1+3,0.8684333,
7916,True,SOPH,1+1+3,0.9778728,
7917,True,SOPH,1+1+3,0.8301261,
7918,True,SOPH,1+1+3,0.814326,
7919,True,SOPH,1+1+3,0.8012167,
7920,True,SOPH,1+1+3,0.7796557,
7921,True,SOPH,1+1+3,0.7907666,
7922,True,SOPH,1+1+3,0.7599333,
7923,True,SOPH,1+1+3,0.7598417,
7924,True,SOPH,1+1+3,0.761675,i
7925,True,SOPH,1+1+3,0.7832083,i
7926,True,SOPH,1+1+3,0.7492084,i
7927,True,SOPH,1+1+3,0.7906584,i
7928,True,SOPH,1+1+3,0.765075,i
7929,True,SOPH,1+1+3,0.78165,i
7930,True,SOPH,1+1+3,0.768474,i
7931,True,SOPH,1+1+3,0.7639583,i
7932,True,SOPH,1+1+3,0.7959417,i
7933,True,SOPH,1+1+3,0.8056583,i
7934,True,SOPH,1+1+3,0.8082583,i
7935,True,SOPH,1+1+3,0.8133,i
7936,True,SOPH,1+1+3,0.8377,i
7937,True,SOPH,1+1+3,0.85555,i
8016,True,SOPH,8i,0.3454833,a
8017,True,SOPH,8i,0.3718167,a
8018,True,SOPH,5R1,0.313525,a
8019,True,SOPH,5R1,0.3141238,a
8020,True,SOPH,6i,0.3860833,a
8021,True,SOPH,6i,0.3664166,a
8024,True,SOPH,6i,0.4215019,a
8025,True,SOPH,1+1+3,0.6940583,
8026,True,SOPH,1+1+3,0.6987031,
8027,True,SOPH,1+1+3,0.72046,
8028,True,SOPH,1+1+3,0.7228134,
8034,True,,6R,1.3391174,
8035,True,,5R3,1.1610584,
8036,True,,5-NOISE,1.6623334,
8037,True,,4R2,1.2236334,
8038,True,,4R2,1.131719,
8039,True,,5-NOISE,1.9927167,
8040,True,,5-NOISE,2.015725,
8048,True,,5R3,1.3665334,
8049,True,,4-NOISE,1.5024167,
8050,True,,4R2,1.4019333,
8063,True,,8-NOISE,2.08625,
8064,True,,5R3,1.1856,
8065,True,,5R3,1.1955834,
8066,True,,5R3,1.1570083,
8067,True,,5R3,1.1509417,
8068,True,,5R3,1.192325,
8069,True,,5R3,1.198625,
8076,True,,9R,1.4466834,
8077,True,,10R,1.5668667,
8078,True,,9R,1.4508333,
8079,True,,10R,1.6084333,
8080,True,,10R,1.6013333,
8081,True,,9R,1.4461833,
8082,True,,5R3,1.1605167,
8089,True,,5R3,1.1658084,
8090,True,,5R3,1.1155417,
8091,True,,5R3,1.0691833,
8093,True,,5R3,1.1040917,
8111,True,,5-NOISE,2.040725,
8112,True,,5-NOISE,1.9608,
8118,True,,4R2,0.998775,
8119,True,,5R3,1.2848667,
8120,True,,5R3,1.3199917,
8121,True,,5R3,1.24165,
8122,True,,5R3,1.2173583,
8123,True,,5R3,1.1774417,
8124,True,,5R3,1.1688333,
8125,True,,5R3,1.1525916,
8126,True,,5R3,1.1149333,
8127,True,,5R3,1.128825,
8128,True,,5R3,1.3271334,
8129,True,,5R3,1.1272391,
8130,True,,5R3,1.077903,
8156,True,,6R,1.37125,
8157,True,,5R3,1.07965,
8158,True,,5R3,1.1056666,
8159,True,,5R3,1.11065,
8169,True,FRUIT,9i,0.3866083,a
8170,True,FRUIT,8i,0.3959322,a
8171,True,FRUIT,9i,0.4029986,a
8172,True,FRUIT,10i,0.4446583,a
8173,True,FRUIT,9i,0.3566417,a
8174,True,FRUIT,9i,0.3996667,a
8175,True,FRUIT,10i,0.4263812,a
8176,True,FRUIT,7i,0.3284,a
8177,True,FRUIT,4R2,0.9275084,a
8178,True,FRUIT,4R2,0.8904166,a
8179,True,FRUIT,4R2,0.8458417,a
8180,True,FRUIT,4R2,0.78475,a
8181,True,FRUIT,4R2,0.7779417,a
8182,True,FRUIT,4R2,0.7663,a
8183,True,FRUIT,4R2,0.783075,a
8205,True,FRUIT,5R1,0.3151417,i
8206,True,FRUIT,5R1,0.309175,i
8207,True,FRUIT,5R1,0.3208083,
8208,True,FRUIT,5R1,0.3119667,a
8209,True,FRUIT,5R1,0.3283,a
8210,True,FRUIT,5R1,0.3396666,a
8211,True,FRUIT,5R1,0.3246333,a
8212,True,FRUIT,4R2,1.4353083,a
8213,True,FRUIT,4R2,1.291125,a
8214,True,FRUIT,4R2,1.1979666,a
8215,True,FRUIT,4R2,1.3189334,a
8232,True,FRUIT,4-NOISE,0.9692794,
8233,True,FRUIT,1+1+3,1.3695083,a
8234,True,FRUIT,1+1+3,1.3552619,i
8235,True,FRUIT,1+1+3,1.3196939,i
8236,True,FRUIT,1+1+3,1.29595,
8237,True,FRUIT,5-NOISE,0.7009417,a
8238,True,FRUIT,6-NOISE,0.934675,a
8239,True,FRUIT,4R2,1.137375,
8240,True,FRUIT,1+1+3,1.1109667,
8241,True,FRUIT,1+1+3,1.1351917,i
8242,True,FRUIT,1+1+3,1.1714,i
8243,True,FRUIT,4R2,1.1274417,
8244,True,FRUIT,1+1+3,1.1556334,
8245,True,FRUIT,4R2,1.125195,
8246,True,FRUIT,4R2,1.1164636,
8247,True,FRUIT,4R2,1.1598084,
8248,True,FRUIT,4R2,1.1430333,
8249,True,FRUIT,1+1+3,1.1213667,
8262,True,FRUIT,5R1,0.3248597,
8263,True,FRUIT,5R1,0.288506,
8264,True,FRUIT,5R1,0.3129689,
8265,True,FRUIT,5R1,0.3191655,
8266,True,FRUIT,5R1,0.3273466,
8274,True,SOURSOP,5R3,1.3675153,
8275,True,SOURSOP,4R2,1.0628417,
8276,True,SOURSOP,4R2,1.0360334,
8277,True,SOURSOP,4R2,0.9952309,
8278,True,SOURSOP,4R2,1.0461902,
8279,True,SOURSOP,4R2,1.0249117,
8280,True,SOURSOP,4R2,1.0348282,
8281,True,SOURSOP,1+1+3,1.0387248,
8282,True,SOURSOP,1+1+3,1.1289154,
8283,True,SOURSOP,4R2,1.0747273,
8284,True,SOURSOP,4R2,1.041175,
8285,True,SOURSOP,1+1+3,0.9650085,
8286,True,SOURSOP,1+1+3,0.969575,
8302,True,SOURSOP,1+1+3,0.8510334,
8303,True,SOURSOP,1+1+3,0.8491584,
8304,True,SOURSOP,6-NOISE,1.089978,
8305,True,SOURSOP,1+1+3,0.7759865,
8306,True,SOURSOP,1+1+3,0.648575,
8307,True,SOURSOP,1+1+3,0.824675,
8308,True,SOURSOP,1+1+3,0.78215,
8309,True,SOURSOP,1+1+3,0.8158686,
8324,True,SOURSOP,4R2,1.196175,
8325,True,SOURSOP,4R2,1.1933816,
8326,True,SOURSOP,4R2,1.1655,
8327,True,SOURSOP,8i,0.3050584,a
8328,True,SOURSOP,6i,0.3541658,a
8329,True,SOURSOP,5R1,0.2857117,a
8330,True,SOURSOP,6i,0.4098118,a
8331,True,SOURSOP,5R1,0.3363752,a
8337,True,SOURSOP,5R1,0.2804667,a
8338,True,SOURSOP,5R1,0.3092083,a
8339,True,SOURSOP,5R1,0.355075,a
8340,True,SOURSOP,5R1,0.3218416,a
8341,True,SOURSOP,5R1,0.3042741,a
8342,True,SOPH,4-NOISE,0.6328417,
8343,True,JOCASTA,1+1+3,1.4632083,a
8344,True,JOCASTA,1+1+3,1.42855,a
8345,True,JOCASTA,1+1+3,1.4810083,a
8346,True,JOCASTA,1+1+3,1.4154667,a
8347,True,JOCASTA,1+1+3,1.441425,a
8348,True,JOCASTA,1+1+3,1.427875,a
8349,True,JOCASTA,1+1+3,1.3927667,a
8350,True,JOCASTA,1+1+3,1.4139,a
8351,True,JOCASTA,1+1+3,1.383025,a
8352,True,JOCASTA,1+1+3,1.3399529,a
8353,True,JOCASTA,1+1+3,1.3374889,a
8354,True,JOCASTA,1+1+3,1.3695667,a
8355,True,JOCASTA,1+1+3,1.3160387,a
8371,True,JOCASTA,1+1+3,1.4754166,a
8372,True,JOCASTA,1+1+3,1.4485595,a
8373,True,JOCASTA,1+1+3,1.4612916,a
