prevspecidx,whale,coart,prevcodanum,codanum,prevclicknum,clicknum,prevaudidx,audidx,prevhandvcat,handvcat,handvsubtype,prevtagondt,tagondt,prevcodadt,codadt,prevcodaenddt,codaenddt,pairt1,midt,pairt2,deltasec,specidx,prevspecpk,specpk,prevpkidx,pkidx,prevpkfq,pkfq,prevf1pk,f1pk,f2pk,prevf2pk,prevnumpks,numpks
1310,TBB,aa,8621,8622,5,1,6759,6760,a,a,,2014-04-29 10:40:20,2014-04-29 10:40:20,2014-04-29 11:23:55.051300000,2014-04-29 11:23:59.494500000,2014-04-29 11:23:55.373958300,2014-04-29 11:23:59.835841700,19.65,19.665,19.68,4.1205417,1311,7265.625,7500.0,[31],[32],[7265.625],[7500.],7265.625,7500.0,,,1,1
1312,TBB,aa,8622,8623,5,1,6764,6765,a,a,,2014-04-29 10:40:20,2014-04-29 10:40:20,2014-04-29 11:23:59.494500000,2014-04-29 11:24:03.334600000,2014-04-29 11:23:59.835841700,2014-04-29 11:24:03.654750000,19.68,19.695,19.71,3.4987583,1313,6562.5,6796.875,[28],[29],[6562.5],[6796.875],6562.5,6796.875,,,1,1
1314,TBB,aa,8623,8624,5,1,6769,6770,a,a,,2014-04-29 10:40:20,2014-04-29 10:40:20,2014-04-29 11:24:03.334600000,2014-04-29 11:24:07.453700000,2014-04-29 11:24:03.654750000,2014-04-29 11:24:07.787283400,19.71,19.725,19.74,3.79895,1315,6796.875,7031.25,[29],[30],[6796.875],[7031.25],6796.875,7031.25,,,1,1
1316,TBB,aa,8624,8625,5,1,6774,6775,a,a,,2014-04-29 10:40:20,2014-04-29 10:40:20,2014-04-29 11:24:07.453700000,2014-04-29 11:24:11.857300000,2014-04-29 11:24:07.787283400,2014-04-29 11:24:12.315400000,19.74,19.755,19.77,4.0700166,1317,6796.875,5859.375,[29],[25],[6796.875],[5859.375],6796.875,5859.375,,,1,1
1318,TBB,aa,8625,8626,7,1,6781,6782,a,a,,2014-04-29 10:40:20,2014-04-29 10:40:20,2014-04-29 11:24:11.857300000,2014-04-29 11:24:16.259299999,2014-04-29 11:24:12.315400000,2014-04-29 11:24:16.715216599,19.77,19.785,19.8,3.943899999,1319,8203.125,5390.625,[35],[23],[8203.125],[5390.625],8203.125,5390.625,,,1,1
1320,TWEAK,aa,6444,6445,6,1,6834,6835,a,a,,2015-03-19 09:29:01,2015-03-19 09:29:01,2015-03-19 15:22:30.035300000,2015-03-19 15:22:35.168600000,2015-03-19 15:22:30.359983400,2015-03-19 15:22:35.504583300,19.8,19.815,19.83,4.8086166,1321,8437.5,7265.625,[36],[31],[8437.5],[7265.625],8437.5,7265.625,,,1,1
1322,TWEAK,aa,6445,6446,5,1,6839,6840,a,a,,2015-03-19 09:29:01,2015-03-19 09:29:01,2015-03-19 15:22:35.168600000,2015-03-19 15:22:39.145400000,2015-03-19 15:22:35.504583300,2015-03-19 15:22:39.509716700,19.83,19.845,19.86,3.6408167,1323,7500.0,7265.625,[32],[31],[7500.],[7265.625],7500.0,7265.625,,,1,1
1324,TWEAK,aa,6446,6447,5,1,6844,6845,a,a,,2015-03-19 09:29:01,2015-03-19 09:29:01,2015-03-19 15:22:39.145400000,2015-03-19 15:22:41.166300000,2015-03-19 15:22:39.509716700,2015-03-19 15:22:41.536750000,19.86,19.875,19.89,1.6565833,1325,7265.625,7031.25,[23 31],[30],[5390.625 7265.625],[7031.25],5390.625,7031.25,,7265.625,2,1
1326,TWEAK,aa,6447,6448,5,1,6849,6850,a,a,,2015-03-19 09:29:01,2015-03-19 09:29:01,2015-03-19 15:22:41.166300000,2015-03-19 15:22:44.116900000,2015-03-19 15:22:41.536750000,2015-03-19 15:22:44.855083400,19.89,19.905,19.92,2.58015,1327,7500.0,7500.0,[32],[32],[7500.],[7500.],7500.0,7500.0,,,1,1
1328,TWEAK,aa,6451,6453,5,1,6870,6871,a,a,,2015-03-19 09:29:01,2015-03-19 09:29:01,2015-03-19 15:22:54.783500000,2015-03-19 15:23:15.265600000,2015-03-19 15:22:55.446500000,2015-03-19 15:23:15.553816700,19.92,19.935,19.95,19.8191,1329,8203.125,7265.625,[35],[31],[8203.125],[7265.625],8203.125,7265.625,,,1,1
1330,TWEAK,aa,6453,6454,5,1,6875,6876,a,a,,2015-03-19 09:29:01,2015-03-19 09:29:01,2015-03-19 15:23:15.265600000,2015-03-19 15:23:19.943300000,2015-03-19 15:23:15.553816700,2015-03-19 15:23:20.288925000,19.95,19.965,19.98,4.3894833,1331,7265.625,7031.25,[31],[30],[7265.625],[7031.25],7265.625,7031.25,,,1,1
1332,TWEAK,aa,6454,6455,5,1,6880,6881,a,a,,2015-03-19 09:29:01,2015-03-19 09:29:01,2015-03-19 15:23:19.943300000,2015-03-19 15:23:24.763500000,2015-03-19 15:23:20.288925000,2015-03-19 15:23:25.119866700,19.98,19.995,20.01,4.474575,1333,7031.25,7734.375,[30],[33],[7031.25],[7734.375],7031.25,7734.375,,,1,1
1334,TWEAK,aa,6455,6456,5,1,6885,6886,a,a,,2015-03-19 09:29:01,2015-03-19 09:29:01,2015-03-19 15:23:24.763500000,2015-03-19 15:23:29.746300000,2015-03-19 15:23:25.119866700,2015-03-19 15:23:30.105616700,20.01,20.025,20.04,4.6264333,1335,7265.625,7734.375,[31],[33],[7265.625],[7734.375],7265.625,7734.375,,,1,1
1336,TWEAK,aa,6456,6460,5,1,6890,6891,a,a,,2015-03-19 09:29:01,2015-03-19 09:29:01,2015-03-19 15:23:29.746300000,2015-03-19 15:24:22.302100000,2015-03-19 15:23:30.105616700,2015-03-19 15:24:22.532628400,20.04,20.055,20.07,52.1964833,1337,7265.625,6796.875,[31],[29],[7265.625],[6796.875],7265.625,6796.875,,,1,1
1338,TWEAK,aa,6460,6461,6,1,6896,6897,a,a,,2015-03-19 09:29:01,2015-03-19 09:29:01,2015-03-19 15:24:22.302100000,2015-03-19 15:24:27.731500000,2015-03-19 15:24:22.532628400,2015-03-19 15:24:28.060383300,20.07,20.085,20.1,5.1988716,1339,7031.25,6093.75,[30],[26],[7031.25],[6093.75],7031.25,6093.75,,,1,1
1340,ATWOOD,ai,5015,5018,6,1,207,208,a,i,Blend,2015-02-03 11:20:26,2015-02-03 11:20:26,2015-02-03 11:31:13.547100000,2015-02-03 12:25:01.616400000,2015-02-03 11:31:13.926458300,2015-02-03 12:25:02.833933300,20.1,20.115,20.13,3227.6899417,1341,6562.5,3750.0,[28],[16 27],[6562.5],[3750.    6328.125],6562.5,3750.0,6328.125,,1,2
1342,ATWOOD,ai,5031,5036,8,1,282,283,a,i,,2015-02-03 11:20:26,2015-02-03 11:20:26,2015-02-03 12:26:13.179600000,2015-02-03 12:26:36.612900000,2015-02-03 12:26:14.584591700,2015-02-03 12:26:37.520850000,20.13,20.145,20.16,22.0283083,1343,3750.0,6328.125,[16],[15 27],[3750.],[3515.625 6328.125],3750.0,3515.625,6328.125,,1,2
1344,ATWOOD,ai,5088,5089,10,1,397,398,a,i,,2015-02-03 11:20:26,2015-02-03 11:20:26,2015-02-03 13:20:08.541200000,2015-02-03 13:20:12.700200000,2015-02-03 13:20:10.402702400,2015-02-03 13:20:13.597700000,20.16,20.175,20.19,2.2974976,1345,6796.875,5859.375,[29],[25],[6796.875],[5859.375],6796.875,5859.375,,,1,1
1346,ATWOOD,ai,5127,5128,6,1,483,484,a,i,,2015-02-03 11:20:26,2015-02-03 11:20:26,2015-02-03 13:21:55.799400000,2015-02-03 13:22:19.818200000,2015-02-03 13:21:56.798495800,2015-02-03 13:22:21.476043200,20.19,20.205,20.22,23.0197042,1347,5156.25,3984.375,[22],[17],[5156.25],[3984.375],5156.25,3984.375,,,1,1
1348,ATWOOD,ai,5163,5164,5,1,527,528,a,i,Blend,2015-02-03 11:20:26,2015-02-03 11:20:26,2015-02-03 14:25:48.427300000,2015-02-03 14:25:52.611700000,2015-02-03 14:25:49.194325000,2015-02-03 14:25:53.376516700,20.22,20.235,20.25,3.417375,1349,4687.5,6093.75,[20],[26],[4687.5],[6093.75],4687.5,6093.75,,,1,1
1350,ATWOOD,ai,5240,5249,5,1,748,749,a,i,Blend,2015-02-03 11:20:26,2015-02-03 11:20:26,2015-02-03 15:12:35.097200000,2015-02-03 15:13:27.747400000,2015-02-03 15:12:36.287766600,2015-02-03 15:13:29.340483400,20.25,20.265,20.28,51.4596334,1351,6562.5,4218.75,[28],[18],[6562.5],[4218.75],6562.5,4218.75,,,1,1
1352,ATWOOD,ai,5674,5701,5,1,1337,1338,a,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:49:57.569500000,2015-03-02 15:58:50.077800000,2015-03-02 15:49:58.748975000,2015-03-02 15:58:50.906125000,20.28,20.295,20.31,531.328825,1353,6796.875,3281.25,[29],[14 24],[6796.875],[3281.25 5625.  ],6796.875,3281.25,5625.0,,1,2
1354,ATWOOD,ai,5710,5711,5,1,1387,1388,a,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:59:27.692100000,2015-03-02 15:59:32.040300000,2015-03-02 15:59:28.702100000,2015-03-02 15:59:33.061158400,20.31,20.325,20.34,3.3382,1355,6093.75,3515.625,[26],[15 25],[6093.75],[3515.625 5859.375],6093.75,3515.625,5859.375,,1,2
1356,ATWOOD,ai,5930,6069,5,1,1705,1706,a,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 16:12:42.106800000,2015-03-02 16:21:04.330800000,2015-03-02 16:12:43.317075000,2015-03-02 16:21:05.154108400,20.34,20.355,20.37,501.013725,1357,6796.875,3515.625,[29],[15 32],[6796.875],[3515.625 7500.   ],6796.875,3515.625,7500.0,,1,2
1358,ATWOOD,ai,6191,6192,5,1,1916,1917,a,i,Blend,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 18:18:06.524700000,2015-03-02 18:18:22.779600000,2015-03-02 18:18:07.735691600,2015-03-02 18:18:24.273008300,20.37,20.385,20.4,15.0439084,1359,6093.75,4218.75,[26],[18],[6093.75],[4218.75],6093.75,4218.75,,,1,1
1360,FORK,ai,6235,6236,5,1,2017,2018,a,i,,2015-03-19 07:47:55,2015-03-19 07:47:55,2015-03-19 08:03:27.207300000,2015-03-19 08:03:37.745300000,2015-03-19 08:03:28.481883300,2015-03-19 08:03:39.217541600,20.4,20.415,20.43,9.2634167,1361,5859.375,3750.0,[25],[16 26],[5859.375],[3750.   6093.75],5859.375,3750.0,6093.75,,1,2
1362,FORK,ai,6270,6272,9,1,2080,2081,a,i,Blend,2015-03-19 07:47:55,2015-03-19 07:47:55,2015-03-19 08:41:46.430700000,2015-03-19 08:41:53.747900000,2015-03-19 08:41:47.164700000,2015-03-19 08:41:54.639160400,20.43,20.445,20.46,6.5832,1363,5390.625,6093.75,[23],[17 26],[5390.625],[3984.375 6093.75 ],5390.625,3984.375,6093.75,,1,2
1364,FORK,ai,6289,6290,5,1,2171,2172,a,i,,2015-03-19 07:47:55,2015-03-19 07:47:55,2015-03-19 08:43:08.928500000,2015-03-19 08:43:25.193400000,2015-03-19 08:43:10.054175000,2015-03-19 08:43:26.686516700,20.46,20.475,20.49,15.139225,1365,4921.875,5859.375,[21],[16 25],[4921.875],[3750.    5859.375],4921.875,3750.0,5859.375,,1,2
1366,FORK,ai,6332,6333,5,1,2213,2214,a,i,,2015-03-19 07:47:55,2015-03-19 07:47:55,2015-03-19 10:12:03.758400000,2015-03-19 10:12:17.780300000,2015-03-19 10:12:05.114716600,2015-03-19 10:12:19.085616700,20.49,20.505,20.52,12.6655834,1367,6328.125,3515.625,[27],[15 29],[6328.125],[3515.625 6796.875],6328.125,3515.625,6796.875,,1,2
1368,FORK,ai,6475,6476,5,1,2379,2380,a,i,,2015-03-26 08:53:04,2015-03-26 08:53:04,2015-03-26 08:55:08.074100000,2015-03-26 08:55:16.136300000,2015-03-26 08:55:09.273016700,2015-03-26 08:55:17.312458400,20.52,20.535,20.55,6.8632833,1369,5156.25,4921.875,[22],[21],[5156.25],[4921.875],5156.25,4921.875,,,1,1
1370,FORK,ai,6487,6488,5,1,2404,2405,a,i,,2015-03-26 08:53:04,2015-03-26 08:53:04,2015-03-26 08:55:55.570800000,2015-03-26 09:06:22.229500000,2015-03-26 08:55:56.845425000,2015-03-26 09:06:23.568858300,20.55,20.565,20.58,625.384075,1371,5859.375,5156.25,[25],[22],[5859.375],[5156.25],5859.375,5156.25,,,1,1
1372,FORK,ai,6497,6500,5,1,2439,2440,a,i,,2015-03-26 08:53:04,2015-03-26 08:53:04,2015-03-26 09:07:02.959000000,2015-03-26 09:07:27.531800000,2015-03-26 09:07:04.258608300,2015-03-26 09:07:28.793775000,20.58,20.595,20.61,23.2731917,1373,5156.25,4921.875,[22],[21],[5156.25],[4921.875],5156.25,4921.875,,,1,1
1374,FORK,ai,6580,6582,9,1,2507,2508,a,i,,2015-03-26 08:53:04,2015-03-26 08:53:04,2015-03-26 09:25:09.606300000,2015-03-26 09:25:16.251500000,2015-03-26 09:25:10.318016700,2015-03-26 09:25:17.033866600,20.61,20.625,20.64,5.9334833,1375,5390.625,5859.375,[23],[19 25],[5390.625],[4453.125 5859.375],5390.625,4453.125,5859.375,,1,2
1376,FORK,ai,6686,6688,5,1,2841,2842,a,i,Blend,2015-03-26 08:53:04,2015-03-26 08:53:04,2015-03-26 11:29:45.663100000,2015-03-26 11:29:52.456500000,2015-03-26 11:29:46.148341600,2015-03-26 11:29:53.293700000,20.64,20.655,20.67,6.3081584,1377,6093.75,5859.375,[26],[18 25],[6093.75],[4218.75  5859.375],6093.75,4218.75,5859.375,,1,2
1378,FORK,ai,6708,6709,5,1,2946,2947,a,i,Blend,2015-03-26 08:53:04,2015-03-26 08:53:04,2015-03-26 11:31:41.076100000,2015-03-26 11:31:51.198100000,2015-03-26 11:31:42.330874999,2015-03-26 11:31:52.701308300,20.67,20.685,20.7,8.867225001,1379,5625.0,4687.5,[24],[20],[5625.],[4687.5],5625.0,4687.5,,,1,1
1380,FORK,ai,6769,6770,5,1,3056,3057,a,i,Blend,2015-03-26 08:53:04,2015-03-26 08:53:04,2015-03-26 11:40:35.985600000,2015-03-26 11:40:46.886700000,2015-03-26 11:40:37.310300200,2015-03-26 11:40:48.174139500,20.7,20.715,20.73,9.5763998,1381,5625.0,3750.0,[24],[16 24],[5625.],[3750. 5625.],5625.0,3750.0,5625.0,,1,2
1382,FORK,ai,6782,6783,5,1,3081,3082,a,i,,2015-03-26 08:53:04,2015-03-26 08:53:04,2015-03-26 11:41:34.342500000,2015-03-26 11:41:47.694900000,2015-03-26 11:41:35.558075000,2015-03-26 11:41:49.119158300,20.73,20.745,20.76,12.136825,1383,5390.625,3515.625,[23],[15 26],[5390.625],[3515.625 6093.75 ],5390.625,3515.625,6093.75,,1,2
1384,FORK,ai,6815,6817,5,1,3189,3190,a,i,,2015-03-26 08:53:04,2015-03-26 08:53:04,2015-03-26 14:36:39.248600000,2015-03-26 14:36:45.514800000,2015-03-26 14:36:39.710400000,2015-03-26 14:36:46.320583300,20.76,20.775,20.79,5.8044,1385,5859.375,3281.25,[25],[14 25],[5859.375],[3281.25  5859.375],5859.375,3281.25,5859.375,,1,2
1386,FORK,ai,7284,7285,5,1,3447,3448,a,i,,2015-03-31 08:20:59,2015-03-31 08:20:59,2015-03-31 09:25:09.767600000,2015-03-31 09:25:14.901900000,2015-03-31 09:25:10.971925000,2015-03-31 09:25:16.092083300,20.79,20.805,20.82,3.929975,1387,4687.5,6093.75,[20],[17 26],[4687.5],[3984.375 6093.75 ],4687.5,3984.375,6093.75,,1,2
1388,FRUIT,ai,8183,8205,4,1,3698,3699,a,i,,2014-04-16 10:50:14,2014-04-16 10:50:14,2014-04-16 13:38:04.035500000,2014-04-16 13:38:55.151400000,2014-04-16 13:38:04.818575000,2014-04-16 13:38:55.466541700,20.82,20.835,20.85,50.332825,1389,7031.25,7031.25,[30],[15 30],[7031.25],[3515.625 7031.25 ],7031.25,3515.625,7031.25,,1,2
1390,FRUIT,ai,8233,8234,5,1,3758,3759,a,i,,2014-04-16 10:50:14,2014-04-16 10:50:14,2014-04-16 19:24:06.591200000,2014-04-16 19:24:16.457900000,2014-04-16 19:24:07.960708300,2014-04-16 19:24:17.813161900,20.85,20.865,20.88,8.4971917,1391,6562.5,6562.5,[28],[21 28],[6562.5],[4921.875 6562.5  ],6562.5,4921.875,6562.5,,1,2
1392,JOCASTA,ai,8630,8631,5,1,4020,4021,a,i,,2016-12-05 00:00:00,2016-12-05 00:00:00,2016-12-05 00:05:00.862400000,2016-12-05 00:47:38.090400000,2016-12-05 00:05:01.170916700,2016-12-05 00:47:39.649300000,20.88,20.895,20.91,2556.9194833,1393,6796.875,7031.25,[29],[30],[6796.875],[7031.25],6796.875,7031.25,,,1,1
1394,LAIUS,ai,7850,7851,5,1,4289,4290,a,i,,2015-10-04 07:11:18,2015-10-04 07:11:18,2015-10-04 10:01:57.062100000,2015-10-04 10:02:01.282000000,2015-10-04 10:01:57.789417100,2015-10-04 10:02:02.013083300,20.91,20.925,20.94,3.4925829,1395,6093.75,5859.375,[26],[25 32],[6093.75],[5859.375 7500.   ],6093.75,5859.375,7500.0,,1,2
1396,LAIUS,ai,8839,8840,9,1,4331,4332,a,i,,2016-05-13 12:01:04,2016-05-13 12:01:04,2016-05-13 12:01:28.295700000,2016-05-13 12:01:32.444000000,2016-05-13 12:01:29.577204000,2016-05-13 12:01:33.310256000,20.94,20.955,20.97,2.866796,1397,4921.875,6093.75,[21],[16 26],[4921.875],[3750.   6093.75],4921.875,3750.0,6093.75,,1,2
1398,PINCHY,ai,6904,6905,5,1,4513,4514,a,i,,2015-03-31 08:56:49,2015-03-31 08:56:49,2015-03-31 09:08:03.672800000,2015-03-31 09:08:27.205200000,2015-03-31 09:08:04.887841700,2015-03-31 09:08:28.144291600,20.97,20.985,21.0,22.3173583,1399,5859.375,6093.75,[25],[16 26],[5859.375],[3750.   6093.75],5859.375,3750.0,6093.75,,1,2
1400,PINCHY,ai,6913,6914,5,1,4558,4559,a,i,Blend,2015-03-31 08:56:49,2015-03-31 08:56:49,2015-03-31 09:09:03.529300000,2015-03-31 09:09:08.908800000,2015-03-31 09:09:04.829316600,2015-03-31 09:09:10.148816700,21.0,21.015,21.03,4.0794834,1401,6093.75,5859.375,[26],[16 25],[6093.75],[3750.    5859.375],6093.75,3750.0,5859.375,,1,2
1402,PINCHY,ai,6931,6932,5,1,4573,4574,a,i,,2015-03-31 08:56:49,2015-03-31 08:56:49,2015-03-31 09:14:27.234000000,2015-03-31 09:14:32.470500000,2015-03-31 09:14:28.475495200,2015-03-31 09:14:33.704325000,21.03,21.045,21.06,3.9950048,1403,6562.5,3750.0,[28],[16 27],[6562.5],[3750.    6328.125],6562.5,3750.0,6328.125,,1,2
1404,PINCHY,ai,6946,6947,5,1,4638,4639,a,i,,2015-03-31 08:56:49,2015-03-31 08:56:49,2015-03-31 09:16:03.191300000,2015-03-31 09:16:11.692900000,2015-03-31 09:16:04.393166700,2015-03-31 09:16:12.901483400,21.06,21.075,21.09,7.2997333,1405,6328.125,3750.0,[27],[16 28],[6328.125],[3750.  6562.5],6328.125,3750.0,6562.5,,1,2
1406,PINCHY,ai,6955,6956,5,1,4683,4684,a,i,,2015-03-31 08:56:49,2015-03-31 08:56:49,2015-03-31 09:16:46.855000000,2015-03-31 09:16:56.732700000,2015-03-31 09:16:48.162891600,2015-03-31 09:16:58.041400000,21.09,21.105,21.12,8.5698084,1407,5859.375,3515.625,[25],[15],[5859.375],[3515.625],5859.375,3515.625,,,1,1
1408,PINCHY,ai,7018,7059,5,1,4843,4844,a,i,,2015-03-31 08:56:49,2015-03-31 08:56:49,2015-03-31 10:35:21.786500000,2015-03-31 12:34:01.604100000,2015-03-31 10:35:22.107933300,2015-03-31 12:34:02.926741700,21.12,21.135,21.15,7119.4961667,1409,6796.875,3750.0,[29],[16 31],[6796.875],[3750.    7265.625],6796.875,3750.0,7265.625,,1,2
1410,PINCHY,ai,7064,7065,5,1,4873,4874,a,i,,2015-03-31 08:56:49,2015-03-31 08:56:49,2015-03-31 12:34:26.963500000,2015-03-31 12:34:53.290200000,2015-03-31 12:34:28.296500000,2015-03-31 12:34:54.473316700,21.15,21.165,21.18,24.9937,1411,5859.375,3515.625,[25],[15 26],[5859.375],[3515.625 6093.75 ],5859.375,3515.625,6093.75,,1,2
1412,PINCHY,ai,7068,7069,5,1,4893,4894,a,i,,2015-03-31 08:56:49,2015-03-31 08:56:49,2015-03-31 12:35:08.628300000,2015-03-31 12:35:18.212300000,2015-03-31 12:35:09.918408400,2015-03-31 12:35:19.555325000,21.18,21.195,21.21,8.2938916,1413,6328.125,3515.625,[27],[15],[6328.125],[3515.625],6328.125,3515.625,,,1,1
1414,PINCHY,ai,7073,7077,5,1,4918,4919,a,i,Blend,2015-03-31 08:56:49,2015-03-31 08:56:49,2015-03-31 12:35:38.088000000,2015-03-31 12:36:23.772800000,2015-03-31 12:35:39.479641700,2015-03-31 12:36:25.015625000,21.21,21.225,21.24,44.2931583,1415,6093.75,4218.75,[26],[18 25],[6093.75],[4218.75  5859.375],6093.75,4218.75,5859.375,,1,2
1416,SAM,ai,7713,7714,5,1,5675,5676,a,i,,2015-01-04 09:10:06,2015-01-04 09:10:06,2015-01-04 16:47:13.101000000,2015-01-04 16:47:21.532100000,2015-01-04 16:47:14.001083300,2015-01-04 16:47:22.200791700,21.24,21.255,21.27,7.5310167,1417,4218.75,3984.375,[18],[17],[4218.75],[3984.375],4218.75,3984.375,,,1,1
1418,TBB,ai,7556,7557,5,1,6240,6241,a,i,,2015-01-04 08:36:36,2015-01-04 08:36:36,2015-01-04 10:48:02.155200000,2015-01-04 10:48:06.274400000,2015-01-04 10:48:02.464958400,2015-01-04 10:48:06.586658400,21.27,21.285,21.3,3.8094416,1419,7265.625,7500.0,[31],[26 32],[7265.625],[6093.75 7500.  ],7265.625,6093.75,7500.0,,1,2
1420,TBB,ai,7573,7584,5,1,6305,6306,a,i,,2015-01-04 08:36:36,2015-01-04 08:36:36,2015-01-04 10:49:55.686800000,2015-01-04 12:39:41.639100000,2015-01-04 10:49:56.002333300,2015-01-04 12:39:42.675866600,21.3,21.315,21.33,6585.6367667,1421,6796.875,3515.625,[29],[15 26],[6796.875],[3515.625 6093.75 ],6796.875,3515.625,6093.75,,1,2
1422,TBB,ai,7619,7620,5,1,6380,6381,a,i,,2015-01-04 08:36:36,2015-01-04 08:36:36,2015-01-04 12:49:04.463900000,2015-01-04 12:49:10.050200000,2015-01-04 12:49:04.845483300,2015-01-04 12:49:10.371341700,21.33,21.345,21.36,5.2047167,1423,7500.0,6796.875,[18 32],[29],[4218.75 7500.  ],[6796.875],4218.75,6796.875,,7500.0,2,1
1424,TBB,ai,8549,8550,5,1,6595,6596,a,i,,2014-04-29 10:40:20,2014-04-29 10:40:20,2014-04-29 10:57:35.318900000,2014-04-29 10:57:39.179200000,2014-04-29 10:57:36.484633400,2014-04-29 10:57:40.401758400,21.36,21.375,21.39,2.6945666,1425,5625.0,4218.75,[24],[18 25],[5625.],[4218.75  5859.375],5625.0,4218.75,5859.375,,1,2
1426,TBB,ai,8556,8557,5,1,6630,6631,a,i,,2014-04-29 10:40:20,2014-04-29 10:40:20,2014-04-29 10:58:01.004400000,2014-04-29 10:58:04.859700000,2014-04-29 10:58:02.303308400,2014-04-29 10:58:06.144566600,21.39,21.405,21.42,2.5563916,1427,5625.0,3984.375,[24],[17 29],[5625.],[3984.375 6796.875],5625.0,3984.375,6796.875,,1,2
1428,TBB,ai,8569,8570,5,1,6670,6671,a,i,,2014-04-29 10:40:20,2014-04-29 10:40:20,2014-04-29 10:58:44.931900000,2014-04-29 10:58:49.583000000,2014-04-29 10:58:46.314358300,2014-04-29 10:58:50.930491700,21.42,21.435,21.45,3.2686417,1429,6093.75,4687.5,[26],[20],[6093.75],[4687.5],6093.75,4687.5,,,1,1
1430,ATWOOD,ia,4960,4985,6,1,100,101,i,a,,2015-02-03 11:20:26,2015-02-03 11:20:26,2015-02-03 11:25:08.515900000,2015-02-03 11:29:02.002500000,2015-02-03 11:25:09.576525000,2015-02-03 11:29:02.395550000,21.45,21.465,21.48,232.425975,1431,6796.875,6796.875,[15 29],[29],[3515.625 6796.875],[6796.875],3515.625,6796.875,,6796.875,2,1
1432,ATWOOD,ia,5030,5031,5,1,274,275,i,a,,2015-02-03 11:20:26,2015-02-03 11:20:26,2015-02-03 12:26:08.399700000,2015-02-03 12:26:13.179600000,2015-02-03 12:26:09.454658300,2015-02-03 12:26:14.584591700,21.48,21.495,21.51,3.7249417,1433,3750.0,3750.0,[16],[16],[3750.],[3750.],3750.0,3750.0,,,1,1
1434,ATWOOD,ia,5090,5091,5,1,407,408,i,a,,2015-02-03 11:20:26,2015-02-03 11:20:26,2015-02-03 13:20:15.735800000,2015-02-03 13:20:18.801200000,2015-02-03 13:20:16.653291700,2015-02-03 13:20:19.771691700,21.51,21.525,21.54,2.1479083,1435,5859.375,6328.125,[25 32],[27],[5859.375 7500.   ],[6328.125],5859.375,6328.125,,7500.0,2,1
1436,ATWOOD,ia,5130,5160,9,1,507,508,i,a,,2015-02-03 11:20:26,2015-02-03 11:20:26,2015-02-03 13:22:31.947500000,2015-02-03 14:25:32.034100000,2015-02-03 13:22:33.656825000,2015-02-03 14:25:32.363431400,21.54,21.555,21.57,3778.377275,1437,3515.625,5859.375,[15 27],[25],[3515.625 6328.125],[5859.375],3515.625,5859.375,,6328.125,2,1
1438,ATWOOD,ia,5164,5165,5,1,532,533,i,a,,2015-02-03 11:20:26,2015-02-03 11:20:26,2015-02-03 14:25:52.611700000,2015-02-03 14:25:57.059400000,2015-02-03 14:25:53.376516700,2015-02-03 14:25:57.830250000,21.57,21.585,21.6,3.6828833,1439,5156.25,6093.75,[22],[26],[5156.25],[6093.75],5156.25,6093.75,,,1,1
1440,ATWOOD,ia,5410,5438,5,1,997,998,i,a,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:27:43.823300000,2015-03-02 15:38:12.835100000,2015-03-02 15:27:44.703883400,2015-03-02 15:38:13.255408400,21.6,21.615,21.63,628.1312166,1441,5859.375,5859.375,[25 37],[25],[5859.375 8671.875],[5859.375],5859.375,5859.375,,8671.875,2,1
1442,ATWOOD,ia,5707,5708,5,1,1372,1373,i,a,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:59:08.968900000,2015-03-02 15:59:18.794800000,2015-03-02 15:59:09.801691700,2015-03-02 15:59:19.808241600,21.63,21.645,21.66,8.9931083,1443,3515.625,4921.875,[15 26],[21],[3515.625 6093.75 ],[4921.875],3515.625,4921.875,,6093.75,2,1
1444,ATWOOD,ia,5854,5881,5,1,1605,1606,i,a,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 16:10:29.155100000,2015-03-02 16:10:52.352600000,2015-03-02 16:10:30.166608300,2015-03-02 16:10:53.499168600,21.66,21.675,21.69,22.1859917,1445,3515.625,6328.125,[15],[27],[3515.625],[6328.125],3515.625,6328.125,,,1,1
1446,FORK,ia,6239,6267,5,1,2043,2044,i,a,,2015-03-19 07:47:55,2015-03-19 07:47:55,2015-03-19 08:03:56.408200000,2015-03-19 08:41:26.772500000,2015-03-19 08:03:57.570975000,2015-03-19 08:41:27.476250000,21.69,21.705,21.72,2249.201525,1447,3750.0,4921.875,[16 28],[21],[3750.  6562.5],[4921.875],3750.0,4921.875,,6562.5,2,1
