prevspecidx,whale,coart,prevcodanum,codanum,prevclicknum,clicknum,prevaudidx,audidx,prevhandvcat,handvcat,handvsubtype,prevtagondt,tagondt,prevcodadt,codadt,prevcodaenddt,codaenddt,pairt1,midt,pairt2,deltasec,specidx,prevspecpk,specpk,prevpkidx,pkidx,prevpkfq,pkfq,prevf1pk,f1pk,f2pk,prevf2pk,prevnumpks,numpks
1166,TBB,aa,7525,7526,5,1,6198,6199,a,a,,2015-01-04 08:36:36,2015-01-04 08:36:36,2015-01-04 10:29:46.680700000,2015-01-04 10:29:50.529200000,2015-01-04 10:29:47.918816700,2015-01-04 10:29:51.765391600,17.49,17.505,17.52,2.6103833,1167,7031.25,7031.25,[30],[30],[7031.25],[7031.25],7031.25,7031.25,,,1,1
1168,TBB,aa,7526,7527,5,1,6203,6204,a,a,,2015-01-04 08:36:36,2015-01-04 08:36:36,2015-01-04 10:29:50.529200000,2015-01-04 10:29:55.557700000,2015-01-04 10:29:51.765391600,2015-01-04 10:29:56.826716700,17.52,17.535,17.55,3.7923084,1169,7031.25,7031.25,[30],[30],[7031.25],[7031.25],7031.25,7031.25,,,1,1
1170,TBB,aa,7527,7551,5,1,6208,6209,a,a,,2015-01-04 08:36:36,2015-01-04 08:36:36,2015-01-04 10:29:55.557700000,2015-01-04 10:47:41.261799999,2015-01-04 10:29:56.826716700,2015-01-04 10:47:41.655766699,17.55,17.565,17.58,1064.435083299,1171,7031.25,8437.5,[30],[36],[7031.25],[8437.5],7031.25,8437.5,,,1,1
1172,TBB,aa,7551,7552,7,1,6215,6216,a,a,,2015-01-04 08:36:36,2015-01-04 08:36:36,2015-01-04 10:47:41.261799999,2015-01-04 10:47:45.469000000,2015-01-04 10:47:41.655766699,2015-01-04 10:47:45.829841700,17.58,17.595,17.61,3.813233301,1173,7265.625,8203.125,[31],[35],[7265.625],[8203.125],7265.625,8203.125,,,1,1
1174,TBB,aa,7552,7553,5,1,6220,6221,a,a,,2015-01-04 08:36:36,2015-01-04 08:36:36,2015-01-04 10:47:45.469000000,2015-01-04 10:47:49.397900000,2015-01-04 10:47:45.829841700,2015-01-04 10:47:49.725225000,17.61,17.625,17.64,3.5680583,1175,7265.625,7265.625,[25 31],[31],[5859.375 7265.625],[7265.625],5859.375,7265.625,,7265.625,2,1
1176,TBB,aa,7553,7554,5,1,6225,6226,a,a,,2015-01-04 08:36:36,2015-01-04 08:36:36,2015-01-04 10:47:49.397900000,2015-01-04 10:47:53.303300000,2015-01-04 10:47:49.725225000,2015-01-04 10:47:53.626300000,17.64,17.655,17.67,3.578075,1177,7265.625,7265.625,[31],[31],[7265.625],[7265.625],7265.625,7265.625,,,1,1
1178,TBB,aa,7554,7555,5,1,6230,6231,a,a,,2015-01-04 08:36:36,2015-01-04 08:36:36,2015-01-04 10:47:53.303300000,2015-01-04 10:47:58.071100000,2015-01-04 10:47:53.626300000,2015-01-04 10:47:58.407133300,17.67,17.685,17.7,4.4448,1179,7265.625,7500.0,[31],[32],[7265.625],[7500.],7265.625,7500.0,,,1,1
1180,TBB,aa,7555,7556,5,1,6235,6236,a,a,?,2015-01-04 08:36:36,2015-01-04 08:36:36,2015-01-04 10:47:58.071100000,2015-01-04 10:48:02.155200000,2015-01-04 10:47:58.407133300,2015-01-04 10:48:02.464958400,17.7,17.715,17.73,3.7480667,1181,7500.0,7500.0,[32],[26 32],[7500.],[6093.75 7500.  ],7500.0,6093.75,7500.0,,1,2
1182,TBB,aa,7564,7565,5,1,6260,6261,a,a,,2015-01-04 08:36:36,2015-01-04 08:36:36,2015-01-04 10:48:42.813500000,2015-01-04 10:48:47.917700000,2015-01-04 10:48:43.142983300,2015-01-04 10:48:48.247758400,17.73,17.745,17.76,4.7747167,1183,6562.5,6562.5,[28],[28],[6562.5],[6562.5],6562.5,6562.5,,,1,1
1184,TBB,aa,7565,7566,5,1,6265,6266,a,a,,2015-01-04 08:36:36,2015-01-04 08:36:36,2015-01-04 10:48:47.917700000,2015-01-04 10:48:52.621100000,2015-01-04 10:48:48.247758400,2015-01-04 10:48:52.948100000,17.76,17.775,17.79,4.3733416,1185,6328.125,6328.125,[27],[27],[6328.125],[6328.125],6328.125,6328.125,,,1,1
1186,TBB,aa,7566,7567,5,1,6270,6271,a,a,,2015-01-04 08:36:36,2015-01-04 08:36:36,2015-01-04 10:48:52.621100000,2015-01-04 10:48:57.032099999,2015-01-04 10:48:52.948100000,2015-01-04 10:48:57.353708299,17.79,17.805,17.82,4.083999999,1187,6093.75,6562.5,[26],[28],[6093.75],[6562.5],6093.75,6562.5,,,1,1
1188,TBB,aa,7567,7568,5,1,6275,6276,a,a,,2015-01-04 08:36:36,2015-01-04 08:36:36,2015-01-04 10:48:57.032099999,2015-01-04 10:49:01.055200000,2015-01-04 10:48:57.353708299,2015-01-04 10:49:01.387916600,17.82,17.835,17.85,3.701491701,1189,6562.5,6562.5,[28],[28],[6562.5],[6562.5],6562.5,6562.5,,,1,1
1190,TBB,aa,7568,7569,5,1,6280,6281,a,a,,2015-01-04 08:36:36,2015-01-04 08:36:36,2015-01-04 10:49:01.055200000,2015-01-04 10:49:05.275800000,2015-01-04 10:49:01.387916600,2015-01-04 10:49:05.598008300,17.85,17.865,17.88,3.8878834,1191,6562.5,6328.125,[28],[27],[6562.5],[6328.125],6562.5,6328.125,,,1,1
1192,TBB,aa,7569,7570,5,1,6285,6286,a,a,,2015-01-04 08:36:36,2015-01-04 08:36:36,2015-01-04 10:49:05.275800000,2015-01-04 10:49:43.345700000,2015-01-04 10:49:05.598008300,2015-01-04 10:49:43.680606800,17.88,17.895,17.91,37.7476917,1193,6328.125,7265.625,[27],[31],[6328.125],[7265.625],6328.125,7265.625,,,1,1
1194,TBB,aa,7570,7571,5,1,6290,6291,a,a,,2015-01-04 08:36:36,2015-01-04 08:36:36,2015-01-04 10:49:43.345700000,2015-01-04 10:49:47.529599999,2015-01-04 10:49:43.680606800,2015-01-04 10:49:47.857324999,17.91,17.925,17.94,3.848993199,1195,6796.875,6796.875,[29],[29],[6796.875],[6796.875],6796.875,6796.875,,,1,1
1196,TBB,aa,7571,7572,5,1,6295,6296,a,a,,2015-01-04 08:36:36,2015-01-04 08:36:36,2015-01-04 10:49:47.529599999,2015-01-04 10:49:51.703000000,2015-01-04 10:49:47.857324999,2015-01-04 10:49:52.027150000,17.94,17.955,17.97,3.845675001,1197,7031.25,7031.25,[30],[30],[7031.25],[7031.25],7031.25,7031.25,,,1,1
1198,TBB,aa,7572,7573,5,1,6300,6301,a,a,,2015-01-04 08:36:36,2015-01-04 08:36:36,2015-01-04 10:49:51.703000000,2015-01-04 10:49:55.686800000,2015-01-04 10:49:52.027150000,2015-01-04 10:49:56.002333300,17.97,17.985,18.0,3.65965,1199,6796.875,7500.0,[29],[32],[6796.875],[7500.],6796.875,7500.0,,,1,1
1200,TBB,aa,7607,7608,5,1,6350,6351,a,a,,2015-01-04 08:36:36,2015-01-04 08:36:36,2015-01-04 12:48:28.575300000,2015-01-04 12:48:32.873300000,2015-01-04 12:48:28.959108300,2015-01-04 12:48:33.242283400,18.0,18.015,18.03,3.9141917,1201,7031.25,7265.625,[30],[31],[7031.25],[7265.625],7031.25,7265.625,,,1,1
1202,TBB,aa,7608,7609,5,1,6355,6356,a,a,,2015-01-04 08:36:36,2015-01-04 08:36:36,2015-01-04 12:48:32.873300000,2015-01-04 12:48:37.455900000,2015-01-04 12:48:33.242283400,2015-01-04 12:48:37.790200000,18.03,18.045,18.06,4.2136166,1203,6796.875,7265.625,[29],[31],[6796.875],[7265.625],6796.875,7265.625,,,1,1
1204,TBB,aa,7609,7610,5,1,6360,6361,a,a,,2015-01-04 08:36:36,2015-01-04 08:36:36,2015-01-04 12:48:37.455900000,2015-01-04 12:48:41.777400000,2015-01-04 12:48:37.790200000,2015-01-04 12:48:42.114200000,18.06,18.075,18.09,3.9872,1205,7031.25,6796.875,[30],[29],[7031.25],[6796.875],7031.25,6796.875,,,1,1
1206,TBB,aa,7610,7611,5,1,6365,6366,a,a,,2015-01-04 08:36:36,2015-01-04 08:36:36,2015-01-04 12:48:41.777400000,2015-01-04 12:48:45.892700000,2015-01-04 12:48:42.114200000,2015-01-04 12:48:46.263741700,18.09,18.105,18.12,3.7785,1207,7031.25,7031.25,[30],[30],[7031.25],[7031.25],7031.25,7031.25,,,1,1
1208,TBB,aa,7611,7612,5,1,6370,6371,a,a,,2015-01-04 08:36:36,2015-01-04 08:36:36,2015-01-04 12:48:45.892700000,2015-01-04 12:48:50.935400000,2015-01-04 12:48:46.263741700,2015-01-04 12:48:51.270483300,18.12,18.135,18.15,4.6716583,1209,7031.25,6796.875,[30],[29],[7031.25],[6796.875],7031.25,6796.875,,,1,1
1210,TBB,aa,7612,7619,5,1,6375,6376,a,a,,2015-01-04 08:36:36,2015-01-04 08:36:36,2015-01-04 12:48:50.935400000,2015-01-04 12:49:04.463900000,2015-01-04 12:48:51.270483300,2015-01-04 12:49:04.845483300,18.15,18.165,18.18,13.1934167,1211,6796.875,6796.875,[18 29],[29],[4218.75  6796.875],[6796.875],4218.75,6796.875,,6796.875,2,1
1212,TBB,aa,7770,7771,8,1,6438,6439,a,a,,2015-07-04 10:59:18,2015-07-04 10:59:18,2015-07-04 11:07:23.375600000,2015-07-04 11:07:28.026500000,2015-07-04 11:07:23.763941600,2015-07-04 11:07:28.357241700,18.18,18.195,18.21,4.2625584,1213,7031.25,7031.25,[30],[30],[7031.25],[7031.25],7031.25,7031.25,,,1,1
1214,TBB,aa,7771,7772,5,1,6443,6444,a,a,,2015-07-04 10:59:18,2015-07-04 10:59:18,2015-07-04 11:07:28.026500000,2015-07-04 11:07:32.703500000,2015-07-04 11:07:28.357241700,2015-07-04 11:07:33.030283300,18.21,18.225,18.24,4.3462583,1215,7031.25,6796.875,[30],[29],[7031.25],[6796.875],7031.25,6796.875,,,1,1
1216,TBB,aa,7772,7773,5,1,6448,6449,a,a,,2015-07-04 10:59:18,2015-07-04 10:59:18,2015-07-04 11:07:32.703500000,2015-07-04 11:07:37.132700000,2015-07-04 11:07:33.030283300,2015-07-04 11:07:37.459366700,18.24,18.255,18.27,4.1024167,1217,7031.25,7265.625,[30],[31],[7031.25],[7265.625],7031.25,7265.625,,,1,1
1218,TBB,aa,7773,7774,5,1,6453,6454,a,a,,2015-07-04 10:59:18,2015-07-04 10:59:18,2015-07-04 11:07:37.132700000,2015-07-04 11:07:41.312600000,2015-07-04 11:07:37.459366700,2015-07-04 11:07:41.638091700,18.27,18.285,18.3,3.8532333,1219,7265.625,6796.875,[31],[29],[7265.625],[6796.875],7265.625,6796.875,,,1,1
1220,TBB,aa,7774,7775,5,1,6458,6459,a,a,,2015-07-04 10:59:18,2015-07-04 10:59:18,2015-07-04 11:07:41.312600000,2015-07-04 11:07:45.512499999,2015-07-04 11:07:41.638091700,2015-07-04 11:07:45.830558399,18.3,18.315,18.33,3.874408299,1221,7031.25,6562.5,[30],[28],[7031.25],[6562.5],7031.25,6562.5,,,1,1
1222,TBB,aa,7775,7776,5,1,6463,6464,a,a,,2015-07-04 10:59:18,2015-07-04 10:59:18,2015-07-04 11:07:45.512499999,2015-07-04 11:07:48.333100000,2015-07-04 11:07:45.830558399,2015-07-04 11:07:48.769433400,18.33,18.345,18.36,2.502541601,1223,6796.875,7031.25,[29],[30],[6796.875],[7031.25],6796.875,7031.25,,,1,1
1224,TBB,aa,7776,7784,6,1,6469,6470,a,a,,2015-07-04 10:59:18,2015-07-04 10:59:18,2015-07-04 11:07:48.333100000,2015-07-04 11:08:06.182400000,2015-07-04 11:07:48.769433400,2015-07-04 11:08:06.509975000,18.36,18.375,18.39,17.4129666,1225,7500.0,7734.375,[32],[33],[7500.],[7734.375],7500.0,7734.375,,,1,1
1226,TBB,aa,7784,7785,5,1,6474,6475,a,a,,2015-07-04 10:59:18,2015-07-04 10:59:18,2015-07-04 11:08:06.182400000,2015-07-04 11:08:11.384800000,2015-07-04 11:08:06.509975000,2015-07-04 11:08:11.689283300,18.39,18.405,18.42,4.874825,1227,7031.25,7265.625,[30],[31],[7031.25],[7265.625],7031.25,7265.625,,,1,1
1228,TBB,aa,7785,7786,5,1,6479,6480,a,a,,2015-07-04 10:59:18,2015-07-04 10:59:18,2015-07-04 11:08:11.384800000,2015-07-04 11:08:16.683900000,2015-07-04 11:08:11.689283300,2015-07-04 11:08:16.992591600,18.42,18.435,18.45,4.9946167,1229,6562.5,6796.875,[28],[29],[6562.5],[6796.875],6562.5,6796.875,,,1,1
1230,TBB,aa,7786,7787,5,1,6484,6485,a,a,,2015-07-04 10:59:18,2015-07-04 10:59:18,2015-07-04 11:08:16.683900000,2015-07-04 11:08:21.912500000,2015-07-04 11:08:16.992591600,2015-07-04 11:08:22.656000000,18.45,18.465,18.48,4.9199084,1231,6562.5,8671.875,[28],[37],[6562.5],[8671.875],6562.5,8671.875,,,1,1
1232,TBB,aa,7787,7788,5,1,6489,6490,a,a,,2015-07-04 10:59:18,2015-07-04 10:59:18,2015-07-04 11:08:21.912500000,2015-07-04 11:08:26.484900000,2015-07-04 11:08:22.656000000,2015-07-04 11:08:27.196933300,18.48,18.495,18.51,3.8289,1233,8671.875,9140.625,[28 37],[39],[6562.5   8671.875],[9140.625],6562.5,9140.625,,8671.875,2,1
1234,TBB,aa,7788,7807,5,1,6494,6495,a,a,,2015-07-04 10:59:18,2015-07-04 10:59:18,2015-07-04 11:08:26.484900000,2015-07-04 11:10:23.302800000,2015-07-04 11:08:27.196933300,2015-07-04 11:10:23.770658300,18.51,18.525,18.54,116.1058667,1235,9140.625,7031.25,[28 39],[30],[6562.5   9140.625],[7031.25],6562.5,7031.25,,9140.625,2,1
1236,TBB,aa,7807,7808,6,1,6500,6501,a,a,,2015-07-04 10:59:18,2015-07-04 10:59:18,2015-07-04 11:10:23.302800000,2015-07-04 11:10:27.104900000,2015-07-04 11:10:23.770658300,2015-07-04 11:10:27.445108400,18.54,18.555,18.57,3.3342417,1237,7500.0,7265.625,[32],[31],[7500.],[7265.625],7500.0,7265.625,,,1,1
1238,TBB,aa,7808,7809,5,1,6505,6506,a,a,,2015-07-04 10:59:18,2015-07-04 10:59:18,2015-07-04 11:10:27.104900000,2015-07-04 11:10:31.157200000,2015-07-04 11:10:27.445108400,2015-07-04 11:10:31.495075000,18.57,18.585,18.6,3.7120916,1239,7500.0,7031.25,[32],[30],[7500.],[7031.25],7500.0,7031.25,,,1,1
1240,TBB,aa,8533,8534,5,1,6515,6516,a,a,,2014-04-29 10:40:20,2014-04-29 10:40:20,2014-04-29 10:42:05.759400000,2014-04-29 10:42:09.952800000,2014-04-29 10:42:07.186350000,2014-04-29 10:42:11.411075000,18.6,18.615,18.63,2.76645,1241,6562.5,6328.125,[28],[27],[6562.5],[6328.125],6562.5,6328.125,,,1,1
1242,TBB,aa,8534,8535,5,1,6520,6521,a,a,,2014-04-29 10:40:20,2014-04-29 10:40:20,2014-04-29 10:42:09.952800000,2014-04-29 10:42:13.998400000,2014-04-29 10:42:11.411075000,2014-04-29 10:42:15.458683300,18.63,18.645,18.66,2.587325,1243,7031.25,6328.125,[30],[27],[7031.25],[6328.125],7031.25,6328.125,,,1,1
1244,TBB,aa,8535,8536,5,1,6525,6526,a,a,,2014-04-29 10:40:20,2014-04-29 10:40:20,2014-04-29 10:42:13.998400000,2014-04-29 10:42:18.454800000,2014-04-29 10:42:15.458683300,2014-04-29 10:42:19.898808400,18.66,18.675,18.69,2.9961167,1245,6328.125,6562.5,[27],[28],[6328.125],[6562.5],6328.125,6562.5,,,1,1
1246,TBB,aa,8536,8537,5,1,6530,6531,a,a,,2014-04-29 10:40:20,2014-04-29 10:40:20,2014-04-29 10:42:18.454800000,2014-04-29 10:42:23.007400000,2014-04-29 10:42:19.898808400,2014-04-29 10:42:24.428483300,18.69,18.705,18.72,3.1085916,1247,6562.5,6796.875,[28],[29],[6562.5],[6796.875],6562.5,6796.875,,,1,1
1248,TBB,aa,8537,8538,5,1,6535,6536,a,a,,2014-04-29 10:40:20,2014-04-29 10:40:20,2014-04-29 10:42:23.007400000,2014-04-29 10:42:27.351000000,2014-04-29 10:42:24.428483300,2014-04-29 10:42:28.765283300,18.72,18.735,18.75,2.9225167,1249,6796.875,6093.75,[29],[26],[6796.875],[6093.75],6796.875,6093.75,,,1,1
1250,TBB,aa,8538,8539,5,1,6540,6541,a,a,,2014-04-29 10:40:20,2014-04-29 10:40:20,2014-04-29 10:42:27.351000000,2014-04-29 10:42:31.611900000,2014-04-29 10:42:28.765283300,2014-04-29 10:42:33.051933300,18.75,18.765,18.78,2.8466167,1251,7265.625,7031.25,[31],[30],[7265.625],[7031.25],7265.625,7031.25,,,1,1
1252,TBB,aa,8539,8540,5,1,6545,6546,a,a,,2014-04-29 10:40:20,2014-04-29 10:40:20,2014-04-29 10:42:31.611900000,2014-04-29 10:43:16.731600000,2014-04-29 10:42:33.051933300,2014-04-29 10:43:18.247883300,18.78,18.795,18.81,43.6796667,1253,6562.5,6328.125,[28],[27],[6562.5],[6328.125],6562.5,6328.125,,,1,1
1254,TBB,aa,8540,8541,5,1,6550,6551,a,a,,2014-04-29 10:40:20,2014-04-29 10:40:20,2014-04-29 10:43:16.731600000,2014-04-29 10:43:21.828500000,2014-04-29 10:43:18.247883300,2014-04-29 10:43:23.303033300,18.81,18.825,18.84,3.5806167,1255,6562.5,6796.875,[28],[29],[6562.5],[6796.875],6562.5,6796.875,,,1,1
1256,TBB,aa,8541,8542,5,1,6555,6556,a,a,,2014-04-29 10:40:20,2014-04-29 10:40:20,2014-04-29 10:43:21.828500000,2014-04-29 10:43:26.509100000,2014-04-29 10:43:23.303033300,2014-04-29 10:43:27.938783300,18.84,18.855,18.87,3.2060667,1257,6562.5,6562.5,[28],[28],[6562.5],[6562.5],6562.5,6562.5,,,1,1
1258,TBB,aa,8542,8543,5,1,6560,6561,a,a,,2014-04-29 10:40:20,2014-04-29 10:40:20,2014-04-29 10:43:26.509100000,2014-04-29 10:43:31.453500000,2014-04-29 10:43:27.938783300,2014-04-29 10:43:32.920466700,18.87,18.885,18.9,3.5147167,1259,6328.125,6562.5,[27],[28],[6328.125],[6562.5],6328.125,6562.5,,,1,1
1260,TBB,aa,8543,8544,5,1,6565,6566,a,a,,2014-04-29 10:40:20,2014-04-29 10:40:20,2014-04-29 10:43:31.453500000,2014-04-29 10:43:35.918700000,2014-04-29 10:43:32.920466700,2014-04-29 10:43:37.396991600,18.9,18.915,18.93,2.9982333,1261,6562.5,6796.875,[28],[29],[6562.5],[6796.875],6562.5,6796.875,,,1,1
1262,TBB,aa,8544,8545,5,1,6570,6571,a,a,,2014-04-29 10:40:20,2014-04-29 10:40:20,2014-04-29 10:43:35.918700000,2014-04-29 10:57:21.413600000,2014-04-29 10:43:37.396991600,2014-04-29 10:57:22.418254200,18.93,18.945,18.96,824.0166084,1263,7031.25,1640.625,[30 38],[ 7 20],[7031.25 8906.25],[1640.625 4687.5  ],7031.25,1640.625,4687.5,8906.25,2,2
1264,TBB,aa,8545,8546,5,1,6575,6576,a,a,,2014-04-29 10:40:20,2014-04-29 10:40:20,2014-04-29 10:57:21.413600000,2014-04-29 10:57:25.287400000,2014-04-29 10:57:22.418254200,2014-04-29 10:57:26.306058300,18.96,18.975,18.99,2.8691458,1265,5859.375,5625.0,[25],[24],[5859.375],[5625.],5859.375,5625.0,,,1,1
1266,TBB,aa,8546,8547,5,1,6580,6581,a,a,,2014-04-29 10:40:20,2014-04-29 10:40:20,2014-04-29 10:57:25.287400000,2014-04-29 10:57:28.518499999,2014-04-29 10:57:26.306058300,2014-04-29 10:57:29.570633399,18.99,19.005,19.02,2.212441699,1267,4921.875,5390.625,[21],[23],[4921.875],[5390.625],4921.875,5390.625,,,1,1
1268,TBB,aa,8547,8548,5,1,6585,6586,a,a,,2014-04-29 10:40:20,2014-04-29 10:40:20,2014-04-29 10:57:28.518499999,2014-04-29 10:57:31.788300000,2014-04-29 10:57:29.570633399,2014-04-29 10:57:32.922091700,19.02,19.035,19.05,2.217666601,1269,6093.75,5625.0,[26],[24],[6093.75],[5625.],6093.75,5625.0,,,1,1
1270,TBB,aa,8548,8549,5,1,6590,6591,a,a,,2014-04-29 10:40:20,2014-04-29 10:40:20,2014-04-29 10:57:31.788300000,2014-04-29 10:57:35.318900000,2014-04-29 10:57:32.922091700,2014-04-29 10:57:36.484633400,19.05,19.065,19.08,2.3968083,1271,5859.375,5625.0,[25],[24],[5859.375],[5625.],5859.375,5625.0,,,1,1
1272,TBB,aa,8552,8553,5,1,6610,6611,a,a,,2014-04-29 10:40:20,2014-04-29 10:40:20,2014-04-29 10:57:46.479300000,2014-04-29 10:57:50.094300000,2014-04-29 10:57:47.740458400,2014-04-29 10:57:51.361333299,19.08,19.095,19.11,2.3538416,1273,5859.375,5859.375,[25],[25],[5859.375],[5859.375],5859.375,5859.375,,,1,1
1274,TBB,aa,8553,8554,5,1,6615,6616,a,a,,2014-04-29 10:40:20,2014-04-29 10:40:20,2014-04-29 10:57:50.094300000,2014-04-29 10:57:53.638100000,2014-04-29 10:57:51.361333299,2014-04-29 10:57:54.907533400,19.11,19.125,19.14,2.276766701,1275,5859.375,5859.375,[25],[25],[5859.375],[5859.375],5859.375,5859.375,,,1,1
1276,TBB,aa,8554,8555,5,1,6620,6621,a,a,,2014-04-29 10:40:20,2014-04-29 10:40:20,2014-04-29 10:57:53.638100000,2014-04-29 10:57:57.377900000,2014-04-29 10:57:54.907533400,2014-04-29 10:57:58.647900000,19.14,19.155,19.17,2.4703666,1277,5625.0,5859.375,[24],[25],[5625.],[5859.375],5625.0,5859.375,,,1,1
1278,TBB,aa,8555,8556,5,1,6625,6626,a,a,,2014-04-29 10:40:20,2014-04-29 10:40:20,2014-04-29 10:57:57.377900000,2014-04-29 10:58:01.004400000,2014-04-29 10:57:58.647900000,2014-04-29 10:58:02.303308400,19.17,19.185,19.2,2.3565,1279,5859.375,5390.625,[25],[23],[5859.375],[5390.625],5859.375,5390.625,,,1,1
1280,TBB,aa,8566,8567,5,1,6655,6656,a,a,,2014-04-29 10:40:20,2014-04-29 10:40:20,2014-04-29 10:58:32.552200000,2014-04-29 10:58:36.786600000,2014-04-29 10:58:33.966033300,2014-04-29 10:58:38.176708400,19.2,19.215,19.23,2.8205667,1281,6562.5,5859.375,[28],[25],[6562.5],[5859.375],6562.5,5859.375,,,1,1
1282,TBB,aa,8567,8568,5,1,6660,6661,a,a,,2014-04-29 10:40:20,2014-04-29 10:40:20,2014-04-29 10:58:36.786600000,2014-04-29 10:58:40.775300000,2014-04-29 10:58:38.176708400,2014-04-29 10:58:42.142991700,19.23,19.245,19.26,2.5985916,1283,6328.125,5859.375,[27],[25],[6328.125],[5859.375],6328.125,5859.375,,,1,1
1284,TBB,aa,8568,8569,5,1,6665,6666,a,a,,2014-04-29 10:40:20,2014-04-29 10:40:20,2014-04-29 10:58:40.775300000,2014-04-29 10:58:44.931900000,2014-04-29 10:58:42.142991700,2014-04-29 10:58:46.314358300,19.26,19.275,19.29,2.7889083,1285,6093.75,6093.75,[26],[26],[6093.75],[6093.75],6093.75,6093.75,,,1,1
1286,TBB,aa,8572,8573,5,1,6686,6687,a,a,,2014-04-29 10:40:20,2014-04-29 10:40:20,2014-04-29 11:00:05.800000000,2014-04-29 11:00:11.559000000,2014-04-29 11:00:07.198233400,2014-04-29 11:00:12.898050000,19.29,19.305,19.32,4.3607666,1287,5625.0,5390.625,[24],[23],[5625.],[5390.625],5625.0,5390.625,,,1,1
1288,TBB,aa,8610,8611,8,1,6704,6705,a,a,,2014-04-29 10:40:20,2014-04-29 10:40:20,2014-04-29 11:23:11.906100000,2014-04-29 11:23:16.296000000,2014-04-29 11:23:12.277958300,2014-04-29 11:23:16.609525000,19.32,19.335,19.35,4.0180417,1289,6796.875,6796.875,[29],[29],[6796.875],[6796.875],6796.875,6796.875,,,1,1
1290,TBB,aa,8611,8612,5,1,6709,6710,a,a,,2014-04-29 10:40:20,2014-04-29 10:40:20,2014-04-29 11:23:16.296000000,2014-04-29 11:23:19.800600000,2014-04-29 11:23:16.609525000,2014-04-29 11:23:20.103708300,19.35,19.365,19.38,3.191075,1291,7031.25,7031.25,[30],[30],[7031.25],[7031.25],7031.25,7031.25,,,1,1
1292,TBB,aa,8612,8613,5,1,6714,6715,a,a,,2014-04-29 10:40:20,2014-04-29 10:40:20,2014-04-29 11:23:19.800600000,2014-04-29 11:23:22.972100000,2014-04-29 11:23:20.103708300,2014-04-29 11:23:23.286741700,19.38,19.395,19.41,2.8683917,1293,6796.875,6796.875,[29],[29],[6796.875],[6796.875],6796.875,6796.875,,,1,1
1294,TBB,aa,8613,8614,5,1,6719,6720,a,a,,2014-04-29 10:40:20,2014-04-29 10:40:20,2014-04-29 11:23:22.972100000,2014-04-29 11:23:26.594900000,2014-04-29 11:23:23.286741700,2014-04-29 11:23:26.921908300,19.41,19.425,19.44,3.3081583,1295,7031.25,6562.5,[30],[28],[7031.25],[6562.5],7031.25,6562.5,,,1,1
1296,TBB,aa,8614,8615,5,1,6724,6725,a,a,,2014-04-29 10:40:20,2014-04-29 10:40:20,2014-04-29 11:23:26.594900000,2014-04-29 11:23:30.867300000,2014-04-29 11:23:26.921908300,2014-04-29 11:23:31.185950000,19.44,19.455,19.47,3.9453917,1297,7031.25,6796.875,[30],[29],[7031.25],[6796.875],7031.25,6796.875,,,1,1
1298,TBB,aa,8615,8616,5,1,6729,6730,a,a,,2014-04-29 10:40:20,2014-04-29 10:40:20,2014-04-29 11:23:30.867300000,2014-04-29 11:23:34.869700000,2014-04-29 11:23:31.185950000,2014-04-29 11:23:35.196400400,19.47,19.485,19.5,3.68375,1299,7031.25,6796.875,[30],[29],[7031.25],[6796.875],7031.25,6796.875,,,1,1
1300,TBB,aa,8616,8617,5,1,6734,6735,a,a,,2014-04-29 10:40:20,2014-04-29 10:40:20,2014-04-29 11:23:34.869700000,2014-04-29 11:23:38.698900000,2014-04-29 11:23:35.196400400,2014-04-29 11:23:39.025966600,19.5,19.515,19.53,3.5024996,1301,6796.875,6796.875,[29],[29],[6796.875],[6796.875],6796.875,6796.875,,,1,1
1302,TBB,aa,8617,8618,5,1,6739,6740,a,a,,2014-04-29 10:40:20,2014-04-29 10:40:20,2014-04-29 11:23:38.698900000,2014-04-29 11:23:42.432200000,2014-04-29 11:23:39.025966600,2014-04-29 11:23:42.765775000,19.53,19.545,19.56,3.4062334,1303,7031.25,6562.5,[30],[28],[7031.25],[6562.5],7031.25,6562.5,,,1,1
1304,TBB,aa,8618,8619,5,1,6744,6745,a,a,,2014-04-29 10:40:20,2014-04-29 10:40:20,2014-04-29 11:23:42.432200000,2014-04-29 11:23:46.374400000,2014-04-29 11:23:42.765775000,2014-04-29 11:23:46.700350000,19.56,19.575,19.59,3.608625,1305,7265.625,6562.5,[31],[28],[7265.625],[6562.5],7265.625,6562.5,,,1,1
1306,TBB,aa,8619,8620,5,1,6749,6750,a,a,,2014-04-29 10:40:20,2014-04-29 10:40:20,2014-04-29 11:23:46.374400000,2014-04-29 11:23:50.693000000,2014-04-29 11:23:46.700350000,2014-04-29 11:23:51.027525000,19.59,19.605,19.62,3.99265,1307,6562.5,7031.25,[28],[30],[6562.5],[7031.25],6562.5,7031.25,,,1,1
1308,TBB,aa,8620,8621,5,1,6754,6755,a,a,,2014-04-29 10:40:20,2014-04-29 10:40:20,2014-04-29 11:23:50.693000000,2014-04-29 11:23:55.051300000,2014-04-29 11:23:51.027525000,2014-04-29 11:23:55.373958300,19.62,19.635,19.65,4.023775,1309,6562.5,6796.875,[28],[29],[6562.5],[6796.875],6562.5,6796.875,,,1,1
