CodaNumber,nClicks,Length,ICI1,ICI2,ICI3,ICI4,ICI5,ICI6,ICI7,ICI8,ICI9,CodaName,Unit,WhaleID,Date
1442,7,1.1908,0.3724,0.2385,0.1873,0.1603,0.1284,0.1039,0,0,0,7D,3,5722,40221
1443,7,1.1825,0.4,0.2062,0.1804,0.1573,0.1108,0.1278,0,0,0,7D,3,5722,40221
1444,7,1.2416,0.3907,0.2468,0.1709,0.1877,0.1351,0.1104,0,0,0,7D,3,5722,40221
1445,7,1.368,0.4696,0.2395,0.2162,0.1939,0.14,0.1088,0,0,0,7D,3,5722,40221
1446,7,1.4023,0.4931,0.2392,0.228,0.1873,0.1366,0.1181,0,0,0,7D,3,5722,40221
1447,7,1.3111,0.4458,0.2334,0.2125,0.1601,0.1339,0.1254,0,0,0,7D,3,5722,40221
1448,7,1.3608,0.4438,0.2554,0.2061,0.1867,0.1455,0.1233,0,0,0,7D,3,5722,40221
1449,7,1.3359,0.4712,0.2401,0.2206,0.1454,0.1334,0.1252,0,0,0,7D,3,5722,40221
1450,7,1.186,0.4198,0.2105,0.1838,0.1552,0.1071,0.1096,0,0,0,7D,3,5722,40221
1451,7,1.3683,0.481,0.2444,0.2058,0.1782,0.1356,0.1233,0,0,0,7D,3,5722,40221
1452,7,1.2712,0.4417,0.2287,0.1966,0.16,0.1339,0.1103,0,0,0,7D,3,5722,40221
1453,7,1.1999,0.4073,0.206,0.1854,0.1676,0.1243,0.1093,0,0,0,7D,3,5722,40221
1454,7,1.2267,0.3965,0.2479,0.1659,0.1645,0.1262,0.1257,0,0,0,7D,3,5722,40221
1455,7,1.4059,0.4963,0.2428,0.2168,0.1873,0.1363,0.1264,0,0,0,7D,3,5722,40221
1456,7,1.4214,0.4929,0.2549,0.2005,0.1983,0.1408,0.134,0,0,0,7D,3,5722,40221
1457,7,1.4058,0.4867,0.264,0.2068,0.1975,0.1365,0.1143,0,0,0,7D,3,5722,40221
1458,7,1.3303,0.4466,0.2285,0.1956,0.1977,0.1468,0.1151,0,0,0,7D,3,5722,40221
1459,7,1.3566,0.4786,0.2423,0.2091,0.1766,0.1246,0.1254,0,0,0,7D,3,5722,40221
1460,7,1.2949,0.4491,0.2221,0.2032,0.1735,0.1316,0.1154,0,0,0,7D,3,5722,40221
1461,7,1.3408,0.4753,0.2427,0.2006,0.1808,0.1377,0.1037,0,0,0,7D,3,5722,40221
1462,7,1.3091,0.43,0.2365,0.1975,0.1813,0.1421,0.1217,0,0,0,7D,3,5722,40221
1463,7,1.233,0.3945,0.2329,0.1815,0.1714,0.117,0.1357,0,0,0,7D,3,5722,40221
1464,7,1.3591,0.466,0.2502,0.185,0.1905,0.1381,0.1293,0,0,0,7D,3,5722,40221
1465,8,1.3398,0.4263,0.2125,0.182,0.167,0.1286,0.1016,0.1218,0,0,8D,3,5722,40221
1467,7,1.3903,0.4721,0.2491,0.212,0.1886,0.1442,0.1243,0,0,0,7D,3,5722,40221
1468,7,1.4311,0.4812,0.2679,0.2377,0.1766,0.1265,0.1412,0,0,0,7D,3,5722,40221
1469,7,1.4182,0.5035,0.2328,0.2173,0.2074,0.1298,0.1274,0,0,0,7D,3,5722,40221
1470,7,1.3738,0.4785,0.2425,0.2064,0.1928,0.1302,0.1234,0,0,0,7D,3,5722,40221
1471,7,1.4175,0.4867,0.2546,0.22,0.1891,0.1451,0.122,0,0,0,7D,3,5722,40221
1472,7,1.3311,0.464,0.2314,0.201,0.1763,0.1409,0.1175,0,0,0,7D,3,5722,40221
1473,7,1.2846,0.4164,0.2175,0.2032,0.2026,0.1283,0.1166,0,0,0,7D,3,5722,40221
1474,7,1.3299,0.4289,0.2339,0.2097,0.19,0.1505,0.1169,0,0,0,7D,3,5722,40221
1475,7,1.3533,0.4368,0.2409,0.1982,0.1954,0.1586,0.1234,0,0,0,7D,3,5722,40221
1476,7,1.357,0.4604,0.2357,0.2081,0.1965,0.1473,0.109,0,0,0,7D,3,5722,40221
1477,3,0.133,0.0633,0.0697,0,0,0,0,0,0,0,3R,3,6070/6068,40240
1478,3,0.1281,0.0562,0.0719,0,0,0,0,0,0,0,3R,3,6070/6068,40240
1479,4,0.2359,0.1026,0.056,0.0773,0,0,0,0,0,0,4R1,3,6070/6068,40240
1480,4,0.2559,0.1287,0.0555,0.0717,0,0,0,0,0,0,4R1,3,6070/6068,40240
1481,4,0.1935,0.0511,0.0738,0.0686,0,0,0,0,0,0,4R1,3,6070/6068,40240
1482,4,0.3098,0.1447,0.0641,0.101,0,0,0,0,0,0,4R1,3,6070/6068,40240
1483,4,0.1425,0.0559,0.0413,0.0453,0,0,0,0,0,0,4R1,3,6070/6068,40240
1484,4,0.517,0.2513,0.1576,0.1081,0,0,0,0,0,0,4D,3,5561,40240
1485,4,0.5118,0.2495,0.1632,0.0991,0,0,0,0,0,0,4D,3,5561,40240
1486,4,0.4785,0.2242,0.1596,0.0947,0,0,0,0,0,0,4D,3,5561,40240
1487,4,0.4874,0.2338,0.1507,0.1029,0,0,0,0,0,0,4D,3,5561,40240
1488,4,0.4884,0.2347,0.152,0.1017,0,0,0,0,0,0,4D,3,5561,40240
1489,4,0.4981,0.2457,0.1433,0.1091,0,0,0,0,0,0,4D,3,5561,40240
1490,4,0.5042,0.2737,0.1302,0.1003,0,0,0,0,0,0,4D,3,5561,40240
1491,4,0.5117,0.2494,0.1579,0.1044,0,0,0,0,0,0,4D,3,5561,40240
1492,4,0.4807,0.2361,0.1408,0.1038,0,0,0,0,0,0,4D,3,5561,40240
1493,4,0.4939,0.2342,0.1631,0.0966,0,0,0,0,0,0,4D,3,5561,40240
1494,4,0.5049,0.2401,0.1641,0.1007,0,0,0,0,0,0,4D,3,5561,40240
1495,5,0.9101,0.3127,0.2794,0.1483,0.1697,0,0,0,0,0,1+1+3,3,6070/6068,40240
1496,5,1.1019,0.4384,0.2833,0.2371,0.1431,0,0,0,0,0,1+1+3,3,6070/6068,40240
1497,5,1.0479,0.3985,0.3386,0.171,0.1398,0,0,0,0,0,1+1+3,3,6070/6068,40240
1498,5,1.0957,0.4178,0.3309,0.1928,0.1542,0,0,0,0,0,1+1+3,3,6070/6068,40240
1499,5,0.1974,0.0465,0.0489,0.0497,0.0523,0,0,0,0,0,NOISE,3,6070/6068,40240
1500,6,0.5165,0.2439,0.1554,0.0064,0.1042,0.0066,0,0,0,0,NOISE,3,5561,40240
1503,6,1.209,0.4409,0.2302,0.2803,0.1392,0.1184,0,0,0,0,NOISE,3,5561,40240
1504,7,1.3871,0.4847,0.236,0.204,0.1967,0.1526,0.1131,0,0,0,7D,3,5561,40240
1505,7,1.3557,0.462,0.2356,0.2037,0.1902,0.1435,0.1207,0,0,0,7D,3,5561,40240
1506,7,1.3778,0.461,0.2188,0.2212,0.2026,0.1537,0.1205,0,0,0,7D,3,5561,40240
1507,7,1.3378,0.4523,0.2304,0.2139,0.1881,0.1432,0.1099,0,0,0,7D,3,5561,40240
1508,7,1.3822,0.449,0.2426,0.2146,0.2092,0.1398,0.127,0,0,0,7D,3,5561,40240
1509,7,1.3038,0.4276,0.222,0.2063,0.1891,0.1422,0.1166,0,0,0,7D,3,5561,40240
1510,7,1.3033,0.4358,0.2206,0.211,0.1805,0.1293,0.1261,0,0,0,7D,3,5561,40240
1511,7,1.3231,0.4407,0.22,0.2288,0.1882,0.1246,0.1208,0,0,0,7D,3,5561,40240
1512,7,1.3071,0.4312,0.2319,0.1991,0.1978,0.1329,0.1142,0,0,0,7D,3,5561,40240
1513,7,1.3621,0.4688,0.231,0.2063,0.1978,0.1428,0.1154,0,0,0,7D,3,5561,40240
1514,7,1.4015,0.4763,0.2494,0.2057,0.1974,0.1307,0.142,0,0,0,7D,3,5561,40240
1515,7,1.4068,0.475,0.2562,0.2063,0.1968,0.1489,0.1236,0,0,0,7D,3,5561,40240
1516,7,1.3473,0.4412,0.2311,0.2254,0.1866,0.1375,0.1255,0,0,0,7D,3,5561,40240
1517,7,1.329,0.4508,0.2384,0.2037,0.183,0.1287,0.1244,0,0,0,7D,3,5561,40240
1518,7,1.3007,0.439,0.2274,0.2084,0.1762,0.1345,0.1152,0,0,0,7D,3,5561,40240
1519,7,1.3604,0.4554,0.1594,0.2878,0.195,0.1384,0.1244,0,0,0,7D,3,5561,40240
1520,7,1.327,0.429,0.2261,0.2055,0.2044,0.1386,0.1234,0,0,0,7D,3,5561,40240
1521,7,1.3387,0.4303,0.2399,0.2234,0.1805,0.1372,0.1274,0,0,0,7D,3,5561,40240
1522,8,1.5237,0.4547,0.2148,0.2097,0.2,0.1502,0.1117,0.1826,0,0,8D,3,5561,40240
1523,4,0.766,0.4161,0.1741,0.1758,0,0,0,0,0,0,1+32,3,0,40241
1524,5,0.2593,0.0572,0.0585,0.0646,0.079,0,0,0,0,0,5R1,3,6070/6068,40241
1525,5,0.3174,0.0462,0.0526,0.0566,0.162,0,0,0,0,0,NOISE,3,6070/6068,40241
1526,5,0.8072,0.2749,0.2145,0.1562,0.1616,0,0,0,0,0,1+1+3,3,6070/6068,40241
1527,5,1.0864,0.4134,0.2206,0.1827,0.2697,0,0,0,0,0,1+1+3,3,0,40241
1528,5,1.1914,0.3912,0.3641,0.239,0.1971,0,0,0,0,0,1+1+3,3,5727,40241
1529,5,1.1731,0.4299,0.3933,0.172,0.1779,0,0,0,0,0,1+1+3,3,5727,40241
1530,5,0.4991,0.1127,0.1362,0.1146,0.1356,0,0,0,0,0,5R2,3,5727,40241
1531,5,1.2565,0.4556,0.4165,0.1941,0.1903,0,0,0,0,0,1+1+3,3,5727,40241
1532,5,1.1349,0.4007,0.3819,0.164,0.1883,0,0,0,0,0,1+1+3,3,5727,40241
1533,5,0.558,0.1257,0.1429,0.1418,0.1476,0,0,0,0,0,5R2,3,5727,40241
1534,5,1.1707,0.3969,0.3756,0.2112,0.187,0,0,0,0,0,1+1+3,3,5727,40241
1535,5,0.5713,0.1347,0.153,0.1398,0.1438,0,0,0,0,0,5R2,3,5727,40241
1536,5,1.1919,0.3987,0.3933,0.1964,0.2035,0,0,0,0,0,1+1+3,3,5727,40241
1537,5,0.5292,0.1227,0.1384,0.1329,0.1352,0,0,0,0,0,5R2,3,5727,40241
1538,5,1.1222,0.396,0.3721,0.1778,0.1763,0,0,0,0,0,1+1+3,3,5727,40241
1539,5,0.4937,0.1124,0.1315,0.1124,0.1374,0,0,0,0,0,5R2,3,5727,40241
1540,5,1.0669,0.3836,0.3315,0.1862,0.1656,0,0,0,0,0,1+1+3,3,5727,40241
1541,5,0.4597,0.1013,0.1178,0.1191,0.1215,0,0,0,0,0,5R2,3,5727,40241
1542,5,0.5205,0.1273,0.1315,0.1285,0.1332,0,0,0,0,0,5R2,3,5727,40241
1543,5,1.0575,0.3784,0.3637,0.1594,0.156,0,0,0,0,0,1+1+3,3,5727,40241
1544,5,1.0899,0.4057,0.3738,0.138,0.1724,0,0,0,0,0,1+1+3,3,5727,40241
1545,5,0.5243,0.1188,0.1385,0.1152,0.1518,0,0,0,0,0,5R2,3,5727,40241
1546,5,0.5032,0.1217,0.1283,0.1109,0.1423,0,0,0,0,0,5R2,3,5727,40241
1547,5,0.9384,0.287,0.3171,0.1748,0.1595,0,0,0,0,0,1+1+3,3,5727,40241
1548,5,0.499,0.1173,0.1307,0.1136,0.1374,0,0,0,0,0,5R2,3,5727,40241
1549,5,1.0232,0.3505,0.3148,0.1721,0.1858,0,0,0,0,0,1+1+3,3,5727,40241
1550,5,1.0777,0.3673,0.35,0.182,0.1784,0,0,0,0,0,1+1+3,3,5727,40241
1551,5,1.2857,0.4573,0.4401,0.1913,0.197,0,0,0,0,0,1+1+3,3,5727,40241
1552,5,1.0366,0.3326,0.325,0.1963,0.1827,0,0,0,0,0,1+1+3,3,0,40241
1553,5,1.0442,0.3636,0.3537,0.1601,0.1668,0,0,0,0,0,1+1+3,3,0,40241
1554,6,1.4474,0.4304,0.4145,0.18,0.1945,0.228,0,0,0,0,NOISE,3,5727,40241
1555,6,0.7209,0.2061,0.1601,0.1455,0.0979,0.1113,0,0,0,0,NOISE,3,0,40241
1556,7,1.273,0.4434,0.22,0.2058,0.1661,0.1296,0.1081,0,0,0,7D,3,0,40241
1557,7,1.2514,0.4337,0.2276,0.1844,0.1743,0.1267,0.1047,0,0,0,7D,3,0,40241
1558,7,1.0917,0.3928,0.1714,0.1783,0.1417,0.101,0.1065,0,0,0,7D,3,0,40241
1559,7,1.0843,0.3718,0.192,0.1714,0.1318,0.0943,0.123,0,0,0,7D,3,0,40241
1560,7,1.1099,0.378,0.2036,0.1671,0.1483,0.0993,0.1136,0,0,0,7D,3,0,40241
1561,7,1.1577,0.4172,0.207,0.1746,0.1392,0.1114,0.1083,0,0,0,7D,3,0,40241
1562,7,0.4985,0.0626,0.1208,0.0748,0.0581,0.0724,0.1098,0,0,0,7I,3,5727,40241
1563,8,0.6136,0.0534,0.1143,0.0948,0.0706,0.0689,0.0849,0.1267,0,0,8I,3,5727,40241
1564,8,0.5,0.0485,0.0799,0.0832,0.0615,0.0745,0.0678,0.0846,0,0,8I,3,5727,40241
1565,8,1.8108,0.1648,0.1699,0.1772,0.3222,0.4781,0.3071,0.1915,0,0,NOISE,3,0,40241
1567,5,0.5308,0.1911,0.1702,0.0918,0.0777,0,0,0,0,0,1+1+3,3,0,40241
1568,7,1.1576,0.3973,0.2096,0.1754,0.1507,0.1127,0.1119,0,0,0,7D,3,0,40241
1569,3,0.1254,0.0549,0.0705,0,0,0,0,0,0,0,3R,3,6070/6068,40241
1570,4,0.1717,0.0406,0.0572,0.0739,0,0,0,0,0,0,4R1,3,6070/6068,40241
1571,4,0.1731,0.0347,0.0582,0.0802,0,0,0,0,0,0,4R1,3,6070/6068,40241
1572,4,0.5437,0.2657,0.1556,0.1224,0,0,0,0,0,0,4D,3,6070/6068,40241
1573,4,0.214,0.0564,0.0693,0.0883,0,0,0,0,0,0,4R1,3,6070/6068,40241
1574,4,0.183,0.0463,0.0542,0.0825,0,0,0,0,0,0,4R1,3,6070/6068,40241
1575,4,0.1538,0.0406,0.0454,0.0678,0,0,0,0,0,0,4R1,3,6070/6068,40241
1576,4,0.5119,0.2173,0.1471,0.1475,0,0,0,0,0,0,4D,3,6070/6068,40241
1577,4,0.1333,0.0373,0.0427,0.0533,0,0,0,0,0,0,4R1,3,6070/6068,40241
1578,4,0.1932,0.0524,0.0657,0.0751,0,0,0,0,0,0,4R1,3,6070/6068,40241
1579,4,0.2303,0.0463,0.0578,0.1262,0,0,0,0,0,0,4R1,3,0,40241
1580,4,0.2268,0.044,0.0732,0.1096,0,0,0,0,0,0,4R1,3,0,40241
1581,5,0.5379,0.1233,0.1247,0.1278,0.1621,0,0,0,0,0,5R2,3,6070/6068,40241
1582,5,0.1717,0.0294,0.0401,0.0453,0.0569,0,0,0,0,0,NOISE,3,6070/6068,40241
1583,5,0.7562,0.2379,0.2139,0.1652,0.1392,0,0,0,0,0,1+1+3,3,6070/6068,40241
1584,5,0.845,0.2693,0.2663,0.1516,0.1578,0,0,0,0,0,1+1+3,3,6070/6068,40241
1585,5,0.8436,0.2825,0.2246,0.1714,0.1651,0,0,0,0,0,1+1+3,3,6070/6068,40241
1586,5,0.9063,0.3657,0.2466,0.1671,0.1269,0,0,0,0,0,1+1+3,3,6070/6068,40241
1587,5,0.9513,0.3242,0.3655,0.138,0.1236,0,0,0,0,0,1+1+3,3,6070/6068,40241
1588,5,1.1564,0.4194,0.3537,0.2596,0.1237,0,0,0,0,0,1+1+3,3,6070/6068,40241
1589,5,0.8949,0.2858,0.2736,0.1698,0.1657,0,0,0,0,0,1+1+3,3,6070/6068,40241
1590,5,1.1352,0.3011,0.3987,0.1886,0.2468,0,0,0,0,0,1+1+3,3,6070/6068,40241
1591,5,1.092,0.3759,0.3862,0.1835,0.1464,0,0,0,0,0,1+1+3,3,6070/6068,40241
1592,5,0.9316,0.3223,0.2596,0.1831,0.1666,0,0,0,0,0,1+1+3,3,6070/6068,40241
1593,5,0.6825,0.184,0.1347,0.1522,0.2116,0,0,0,0,0,1+1+3,3,6070/6068,40241
1594,5,0.7695,0.2661,0.2486,0.1358,0.119,0,0,0,0,0,1+1+3,3,6070/6068,40241
1595,5,0.6737,0.2213,0.1928,0.1137,0.1459,0,0,0,0,0,1+1+3,3,6070/6068,40241
1596,5,0.874,0.2826,0.2483,0.1687,0.1744,0,0,0,0,0,1+1+3,3,6070/6068,40241
1597,5,1.0792,0.3937,0.319,0.2113,0.1552,0,0,0,0,0,1+1+3,3,6070/6068,40241
1598,5,0.9928,0.3738,0.3021,0.1564,0.1605,0,0,0,0,0,1+1+3,3,6070/6068,40241
1599,5,1.0575,0.3707,0.3106,0.2272,0.149,0,0,0,0,0,1+1+3,3,6070/6068,40241
1600,5,0.7877,0.2414,0.22,0.1468,0.1795,0,0,0,0,0,1+1+3,3,6070/6068,40241
1601,5,0.9517,0.2875,0.3194,0.1683,0.1765,0,0,0,0,0,1+1+3,3,6070/6068,40241
1602,5,1.2012,0.4634,0.3488,0.2245,0.1645,0,0,0,0,0,1+1+3,3,6070/6068,40241
1603,5,0.9099,0.2588,0.2583,0.1189,0.2739,0,0,0,0,0,1+1+3,3,6070/6068,40241
1604,5,0.2069,0.0402,0.0517,0.0526,0.0624,0,0,0,0,0,NOISE,3,6070/6068,40241
1605,5,0.75,0.2188,0.2163,0.1915,0.1234,0,0,0,0,0,1+1+3,3,6070/6068,40241
1606,5,0.821,0.295,0.2456,0.1331,0.1473,0,0,0,0,0,1+1+3,3,6070/6068,40241
1607,5,0.9457,0.3087,0.3146,0.1998,0.1226,0,0,0,0,0,1+1+3,3,6070/6068,40241
1608,5,1.0941,0.3856,0.3134,0.1939,0.2012,0,0,0,0,0,1+1+3,3,6070/6068,40241
1609,5,0.8871,0.2429,0.3297,0.1577,0.1568,0,0,0,0,0,1+1+3,3,6070/6068,40241
1610,5,0.8316,0.277,0.2362,0.1404,0.178,0,0,0,0,0,1+1+3,3,6070/6068,40241
1611,5,0.513,0.069,0.1045,0.1132,0.2263,0,0,0,0,0,NOISE,3,6070/6068,40241
1612,5,0.8382,0.2286,0.3326,0.149,0.128,0,0,0,0,0,1+1+3,3,6070/6068,40241
1613,5,0.9011,0.3223,0.2583,0.1755,0.145,0,0,0,0,0,1+1+3,3,6070/6068,40241
1614,5,0.5368,0.1275,0.1476,0.1364,0.1253,0,0,0,0,0,5R2,3,5727,40241
1615,5,1.0631,0.3364,0.344,0.2004,0.1823,0,0,0,0,0,1+1+3,3,5727,40241
1616,5,1.0716,0.3565,0.3434,0.197,0.1747,0,0,0,0,0,1+1+3,3,5727,40241
1617,5,1.034,0.3604,0.3518,0.1416,0.1802,0,0,0,0,0,1+1+3,3,5727,40241
1618,5,1.1553,0.3893,0.3704,0.2005,0.1951,0,0,0,0,0,1+1+3,3,5727,40241
1619,5,0.9147,0.2661,0.3192,0.1741,0.1553,0,0,0,0,0,1+1+3,3,5727,40241
1620,5,1.0702,0.3663,0.3584,0.1867,0.1588,0,0,0,0,0,1+1+3,3,5727,40241
1621,5,1.0241,0.3436,0.322,0.2141,0.1444,0,0,0,0,0,1+1+3,3,5727,40241
1622,5,0.8216,0.2574,0.2514,0.158,0.1548,0,0,0,0,0,1+1+3,3,5727,40241
1623,5,1.023,0.3653,0.3604,0.1495,0.1478,0,0,0,0,0,1+1+3,3,5727,40241
1624,5,1.0731,0.3951,0.3682,0.1401,0.1697,0,0,0,0,0,1+1+3,3,5727,40241
1625,5,1.09,0.3734,0.3529,0.1772,0.1865,0,0,0,0,0,1+1+3,3,5727,40241
1626,5,1.101,0.3638,0.3524,0.2056,0.1792,0,0,0,0,0,1+1+3,3,5727,40241
1627,5,1.0095,0.3243,0.3237,0.1966,0.1649,0,0,0,0,0,1+1+3,3,5727,40241
1628,5,0.9128,0.2653,0.3087,0.1806,0.1582,0,0,0,0,0,1+1+3,3,5727,40241
1629,5,0.8392,0.245,0.2702,0.1676,0.1564,0,0,0,0,0,1+1+3,3,5727,40241
1630,5,0.5208,0.1356,0.1349,0.128,0.1223,0,0,0,0,0,5R2,3,0,40241
1631,5,0.2142,0.0472,0.0493,0.0519,0.0658,0,0,0,0,0,NOISE,3,0,40241
1632,5,0.3203,0.06,0.0694,0.0757,0.1152,0,0,0,0,0,5R1,3,0,40241
1633,5,0.4806,0.1312,0.1171,0.1135,0.1188,0,0,0,0,0,5R2,3,0,40241
1634,5,0.5004,0.1366,0.1218,0.1142,0.1278,0,0,0,0,0,5R2,3,0,40241
1635,5,0.9439,0.3082,0.3081,0.1751,0.1525,0,0,0,0,0,1+1+3,3,0,40241
1636,6,0.2034,0.0262,0.0317,0.0404,0.0452,0.0599,0,0,0,0,6I,3,6070/6068,40241
1637,6,1.5287,0.3908,0.4037,0.3122,0.1887,0.2333,0,0,0,0,NOISE,3,6070/6068,40241
1638,6,1.2587,0.4475,0.3025,0.1923,0.1296,0.1868,0,0,0,0,NOISE,3,6070/6068,40241
1639,6,1.3982,0.4232,0.3,0.2213,0.184,0.2697,0,0,0,0,NOISE,3,6070/6068,40241
1640,6,1.2136,0.4249,0.2107,0.3507,0.1104,0.1169,0,0,0,0,NOISE,3,0,40241
1641,6,0.7976,0.2179,0.1934,0.1651,0.1071,0.1141,0,0,0,0,NOISE,3,0,40241
1643,6,1.1704,0.3865,0.355,0.1243,0.1355,0.1691,0,0,0,0,NOISE,3,5727,40241
1644,6,1.1681,0.2386,0.2017,0.1911,0.2384,0.2983,0,0,0,0,NOISE,3,5727,40241
1645,7,0.6372,0.0583,0.0634,0.0731,0.1033,0.1537,0.1854,0,0,0,7I,3,6070/6068,40241
1646,7,0.423,0.0596,0.0692,0.0723,0.07,0.0705,0.0814,0,0,0,7I,3,6070/6068,40241
1647,7,1.1452,0.2415,0.1926,0.1615,0.1747,0.1907,0.1842,0,0,0,7D,3,6070/6068,40241
1648,7,1.2654,0.4401,0.2219,0.1944,0.1699,0.132,0.1071,0,0,0,7D,3,0,40241
1649,7,1.0899,0.3615,0.1902,0.1649,0.1542,0.1238,0.0953,0,0,0,7D,3,0,40241
1650,7,1.1975,0.4285,0.213,0.1783,0.1581,0.1123,0.1073,0,0,0,7D,3,0,40241
1651,7,1.1254,0.3627,0.2011,0.1808,0.1525,0.1224,0.1059,0,0,0,7D,3,0,40241
1652,7,1.2336,0.4376,0.2136,0.1924,0.1559,0.1127,0.1214,0,0,0,7D,3,0,40241
1653,7,1.1809,0.3857,0.2133,0.1846,0.162,0.1246,0.1107,0,0,0,7D,3,0,40241
1654,7,0.432,0.0703,0.1105,0.0855,0.044,0.0659,0.0558,0,0,0,7I,3,5727,40241
1655,7,0.369,0.0763,0.0812,0.0409,0.0612,0.0448,0.0646,0,0,0,7I,3,5727,40241
1656,7,1.0084,0.177,0.1347,0.1622,0.1488,0.1588,0.2269,0,0,0,7D,3,5727,40241
1657,7,1.396,0.2872,0.3633,0.1366,0.2708,0.1625,0.1756,0,0,0,NOISE,3,0,40241
1658,7,1.081,0.3595,0.181,0.1688,0.1496,0.1204,0.1017,0,0,0,7D,3,0,40241
1659,8,1.2691,0.4122,0.3,0.0654,0.1075,0.1224,0.1213,0.1403,0,0,8D,3,5727,40241
1660,8,1.2807,0.3813,0.3061,0.0933,0.108,0.1059,0.1324,0.1537,0,0,8D,3,5727,40241
1661,8,1.2367,0.1878,0.1581,0.1611,0.1605,0.166,0.1789,0.2243,0,0,8D,3,5727,40241
1662,8,0.6538,0.0908,0.1319,0.0868,0.0598,0.0708,0.0844,0.1293,0,0,8I,3,5727,40241
1663,8,1.1768,0.147,0.1887,0.1483,0.15,0.1673,0.1826,0.1929,0,0,8D,3,5727,40241
1664,9,0.6163,0.044,0.1139,0.0754,0.0507,0.0691,0.0707,0.0839,0.1086,0,9I,3,5727,40241
1695,3,0.1471,0.0597,0.0874,0,0,0,0,0,0,0,3R,3,6070/6068,40241
1696,4,0.5365,0.2289,0.1625,0.1451,0,0,0,0,0,0,4D,3,6070/6068,40241
1697,4,0.1842,0.0615,0.0549,0.0678,0,0,0,0,0,0,4R1,3,6070/6068,40241
1698,4,0.1927,0.0584,0.0609,0.0734,0,0,0,0,0,0,4R1,3,6070/6068,40241
1699,4,1.1283,0.4396,0.5154,0.1733,0,0,0,0,0,0,NOISE,3,6070/6068,40241
1700,4,0.6035,0.2407,0.242,0.1208,0,0,0,0,0,0,1+32,3,6070/6068,40241
1701,4,0.2253,0.0741,0.07,0.0812,0,0,0,0,0,0,4R1,3,6070/6068,40241
1702,4,0.6507,0.21,0.1634,0.2773,0,0,0,0,0,0,4R2,3,6070/6068,40241
1703,4,0.2709,0.065,0.093,0.1129,0,0,0,0,0,0,4R1,3,6070/6068,40241
1704,4,0.3311,0.0789,0.0901,0.1621,0,0,0,0,0,0,4R1,3,6070/6068,40241
1705,4,0.1856,0.045,0.0563,0.0843,0,0,0,0,0,0,4R1,3,6070/6068,40241
1706,4,0.5111,0.199,0.1763,0.1358,0,0,0,0,0,0,4D,3,0,40241
1707,5,0.1571,0.0369,0.0349,0.0403,0.045,0,0,0,0,0,NOISE,3,0,40241
1708,5,0.9618,0.3798,0.2816,0.1698,0.1306,0,0,0,0,0,1+1+3,3,0,40241
1709,5,0.151,0.0427,0.0332,0.0348,0.0403,0,0,0,0,0,NOISE,3,6070/6068,40241
1710,5,1.0561,0.3816,0.3675,0.1681,0.1389,0,0,0,0,0,1+1+3,3,6070/6068,40241
1711,5,0.7566,0.203,0.2846,0.1441,0.1249,0,0,0,0,0,1+1+3,3,6070/6068,40241
1712,5,0.8781,0.3188,0.3011,0.1332,0.125,0,0,0,0,0,1+1+3,3,6070/6068,40241
1713,5,0.9069,0.3006,0.3259,0.1363,0.1441,0,0,0,0,0,1+1+3,3,6070/6068,40241
1714,5,0.9408,0.378,0.3196,0.1216,0.1216,0,0,0,0,0,1+1+3,3,6070/6068,40241
1715,5,0.8414,0.3107,0.2737,0.1189,0.1381,0,0,0,0,0,1+1+3,3,0,40241
1716,5,0.7804,0.2575,0.2512,0.1291,0.1426,0,0,0,0,0,1+1+3,3,0,40241
1717,5,0.7814,0.2621,0.2344,0.1454,0.1395,0,0,0,0,0,1+1+3,3,0,40241
1718,5,1.1306,0.395,0.3867,0.1614,0.1875,0,0,0,0,0,1+1+3,3,0,40241
1719,5,0.594,0.173,0.1556,0.1321,0.1333,0,0,0,0,0,1+1+3,3,0,40241
1720,5,0.6185,0.1997,0.1694,0.1285,0.1209,0,0,0,0,0,1+1+3,3,0,40241
1721,5,0.6352,0.2161,0.164,0.128,0.1271,0,0,0,0,0,1+1+3,3,0,40241
1722,5,0.7324,0.2438,0.2237,0.1466,0.1183,0,0,0,0,0,1+1+3,3,0,40241
1723,5,0.5985,0.1684,0.1846,0.1212,0.1243,0,0,0,0,0,1+1+3,3,0,40241
1724,5,1.1025,0.3683,0.3746,0.1781,0.1815,0,0,0,0,0,1+1+3,3,0,40241
1725,5,1.0784,0.3696,0.3637,0.1668,0.1783,0,0,0,0,0,1+1+3,3,0,40241
1726,5,0.6322,0.2377,0.1665,0.1244,0.1036,0,0,0,0,0,1+1+3,3,0,40241
1727,5,0.6788,0.2352,0.2654,0.0849,0.0933,0,0,0,0,0,1+1+3,3,0,40241
1728,5,0.9935,0.2373,0.2373,0.2521,0.2668,0,0,0,0,0,5R3,3,5727,40241
1729,5,1.1081,0.3999,0.4006,0.1667,0.1409,0,0,0,0,0,1+1+3,3,5727,40241
1730,5,0.97,0.3203,0.3244,0.1815,0.1438,0,0,0,0,0,1+1+3,3,5727,40241
1731,5,0.9884,0.3025,0.3348,0.1939,0.1572,0,0,0,0,0,1+1+3,3,5727,40241
1732,5,1.0045,0.3092,0.3451,0.182,0.1682,0,0,0,0,0,1+1+3,3,5727,40241
