CodaNumber,nClicks,Length,ICI1,ICI2,ICI3,ICI4,ICI5,ICI6,ICI7,ICI8,ICI9,CodaName,Unit,WhaleID,Date
2067,6,0.437,0.0919,0.1071,0.0828,0.0555,0.0997,0,0,0,0,6D,4,5987,39571
2068,8,0.3351,0.0305,0.043,0.0492,0.0487,0.0465,0.0583,0.0589,0,0,8I,4,5987,39571
2069,5,0.7694,0.1863,0.285,0.1584,0.1397,0,0,0,0,0,1+1+3,4,5978,39571
2070,5,0.7861,0.2021,0.2639,0.1878,0.1323,0,0,0,0,0,1+1+3,4,5978,39571
2071,5,0.8153,0.2486,0.2425,0.1779,0.1463,0,0,0,0,0,1+1+3,4,5978,39571
2072,5,0.8032,0.2295,0.2438,0.1817,0.1482,0,0,0,0,0,1+1+3,4,5978,39571
2073,5,0.8504,0.2523,0.2768,0.1596,0.1617,0,0,0,0,0,1+1+3,4,5978,39571
2074,4,0.5875,0.1875,0.2123,0.1877,0,0,0,0,0,0,1+32,4,5979,39572
2075,5,0.6355,0.046,0.2223,0.1911,0.1761,0,0,0,0,0,2+3,4,5979,39572
2076,5,1.3622,0.4722,0.456,0.2141,0.2199,0,0,0,0,0,1+1+3,4,0,39572
2077,5,1.3794,0.479,0.4505,0.2347,0.2152,0,0,0,0,0,1+1+3,4,5979,39572
2078,5,1.356,0.4729,0.4483,0.2196,0.2152,0,0,0,0,0,1+1+3,4,5979,39572
2080,5,1.371,0.4775,0.4661,0.2238,0.2036,0,0,0,0,0,1+1+3,4,5979,39572
2081,5,1.4035,0.5007,0.4781,0.2081,0.2166,0,0,0,0,0,1+1+3,4,5979,39572
2082,5,1.3781,0.4971,0.4678,0.1927,0.2205,0,0,0,0,0,1+1+3,4,5979,39572
2083,5,1.4169,0.4905,0.4812,0.2132,0.232,0,0,0,0,0,1+1+3,4,5979,39572
2084,5,1.4361,0.506,0.4867,0.2079,0.2355,0,0,0,0,0,1+1+3,4,5979,39572
2085,5,1.4177,0.5007,0.4678,0.2214,0.2278,0,0,0,0,0,1+1+3,4,5979,39572
2086,5,1.4308,0.5018,0.4802,0.2203,0.2285,0,0,0,0,0,1+1+3,4,5979,39572
2087,5,1.4157,0.4917,0.4791,0.2161,0.2288,0,0,0,0,0,1+1+3,4,5979,39572
2088,5,1.4072,0.5025,0.4602,0.2195,0.225,0,0,0,0,0,1+1+3,4,5979,39572
2089,5,1.4201,0.5093,0.4562,0.2205,0.2341,0,0,0,0,0,1+1+3,4,5979,39572
2090,5,1.3649,0.4823,0.4511,0.2039,0.2276,0,0,0,0,0,1+1+3,4,5979,39572
2091,5,1.3102,0.4729,0.4561,0.1917,0.1895,0,0,0,0,0,1+1+3,4,5978,39572
2092,5,1.2369,0.462,0.397,0.1973,0.1806,0,0,0,0,0,1+1+3,4,5978,39572
2093,6,0.4956,0.1055,0.0844,0.0849,0.0948,0.126,0,0,0,0,6D,4,0,39572
2095,8,0.4853,0.0628,0.0428,0.0434,0.0584,0.0656,0.0924,0.1199,0,0,8I,4,0,39572
2098,5,1.3707,0.4925,0.455,0.2116,0.2116,0,0,0,0,0,1+1+3,4,5979,39572
2099,5,1.2129,0.4297,0.4166,0.1755,0.1911,0,0,0,0,0,1+1+3,4,5987,39572
2100,5,1.3306,0.457,0.4547,0.2077,0.2112,0,0,0,0,0,1+1+3,4,5987,39572
2101,5,1.2969,0.4562,0.4424,0.1888,0.2095,0,0,0,0,0,1+1+3,4,5987,39572
2102,5,1.2793,0.4584,0.4371,0.1851,0.1987,0,0,0,0,0,1+1+3,4,5987,39572
2103,5,1.2475,0.4493,0.4168,0.1868,0.1946,0,0,0,0,0,1+1+3,4,5987,39572
2104,5,1.2724,0.4368,0.4298,0.2058,0.2,0,0,0,0,0,1+1+3,4,5987,39572
2105,5,1.2369,0.4446,0.4175,0.1822,0.1926,0,0,0,0,0,1+1+3,4,5987,39572
2106,5,1.3325,0.4534,0.4586,0.2171,0.2034,0,0,0,0,0,1+1+3,4,5987,39572
2107,5,1.3598,0.4577,0.4607,0.2268,0.2146,0,0,0,0,0,1+1+3,4,5981,39572
2108,5,1.3356,0.469,0.4435,0.2376,0.1855,0,0,0,0,0,1+1+3,4,5981,39572
2109,5,1.3545,0.4767,0.4176,0.2354,0.2248,0,0,0,0,0,1+1+3,4,5981,39572
2110,5,1.2604,0.4526,0.4195,0.181,0.2073,0,0,0,0,0,1+1+3,4,5979,39572
2111,5,1.3044,0.4829,0.4255,0.1929,0.2031,0,0,0,0,0,1+1+3,4,5979,39572
2112,5,1.3292,0.4792,0.4284,0.213,0.2086,0,0,0,0,0,1+1+3,4,5979,39572
2113,5,1.3346,0.4732,0.4406,0.2105,0.2103,0,0,0,0,0,1+1+3,4,5979,39572
2114,5,1.2409,0.4492,0.4282,0.1754,0.1881,0,0,0,0,0,1+1+3,4,5979,39572
2115,5,1.2278,0.4484,0.4282,0.1724,0.1788,0,0,0,0,0,1+1+3,4,5979,39572
2116,5,1.218,0.4398,0.4222,0.1731,0.1829,0,0,0,0,0,1+1+3,4,5979,39572
2117,5,1.2244,0.4466,0.4295,0.1757,0.1726,0,0,0,0,0,1+1+3,4,5979,39572
2118,5,1.3154,0.473,0.4461,0.1898,0.2065,0,0,0,0,0,1+1+3,4,5979,39572
2119,5,1.2603,0.4504,0.4286,0.1882,0.1931,0,0,0,0,0,1+1+3,4,5979,39572
2120,5,1.2776,0.4734,0.4116,0.1994,0.1932,0,0,0,0,0,1+1+3,4,5979,39572
2121,5,1.2991,0.4674,0.4297,0.1967,0.2053,0,0,0,0,0,1+1+3,4,5979,39572
2122,5,1.2863,0.4623,0.4315,0.1908,0.2017,0,0,0,0,0,1+1+3,4,5979,39572
2123,5,1.2982,0.4695,0.4394,0.1948,0.1945,0,0,0,0,0,1+1+3,4,5979,39572
2124,5,1.3369,0.4846,0.4671,0.212,0.1732,0,0,0,0,0,1+1+3,4,5978,39572
2125,5,1.371,0.4837,0.4587,0.2181,0.2105,0,0,0,0,0,1+1+3,4,5978,39572
2126,5,1.3491,0.4472,0.4661,0.2241,0.2117,0,0,0,0,0,1+1+3,4,5978,39572
2127,5,1.2458,0.4734,0.4146,0.1743,0.1835,0,0,0,0,0,1+1+3,4,5978,39572
2128,5,1.1874,0.4204,0.3942,0.1971,0.1757,0,0,0,0,0,1+1+3,4,5978,39572
2129,5,1.2273,0.4352,0.419,0.1982,0.1749,0,0,0,0,0,1+1+3,4,5978,39572
2130,5,1.2096,0.4246,0.4106,0.1908,0.1836,0,0,0,0,0,1+1+3,4,5978,39572
2131,5,1.1438,0.4069,0.3877,0.1719,0.1773,0,0,0,0,0,1+1+3,4,5978,39572
2132,5,1.1583,0.4051,0.3864,0.1873,0.1795,0,0,0,0,0,1+1+3,4,5978,39572
2133,6,1.1588,0.2425,0.2214,0.2288,0.2296,0.2365,0,0,0,0,NOISE,4,5979,39572
2134,9,0.4474,0.0392,0.0403,0.0439,0.05,0.0407,0.1032,0.0411,0.089,0,9I,4,5979,39572
2139,5,1.2823,0.4699,0.4112,0.1911,0.2101,0,0,0,0,0,1+1+3,4,5979,39572
2140,5,1.3724,0.4948,0.4406,0.2311,0.2059,0,0,0,0,0,1+1+3,4,5978,39572
2141,5,1.134,0.397,0.3825,0.1633,0.1912,0,0,0,0,0,1+1+3,4,5978,39572
2142,5,0.8853,0.2755,0.2831,0.1746,0.1521,0,0,0,0,0,1+1+3,4,0,39572
2143,5,0.8962,0.275,0.2804,0.1601,0.1807,0,0,0,0,0,1+1+3,4,0,39572
2144,5,0.8635,0.2579,0.282,0.1687,0.1549,0,0,0,0,0,1+1+3,4,0,39572
2145,5,0.5573,0.1555,0.1415,0.1303,0.13,0,0,0,0,0,5R2,4,5981,39572
2146,5,0.8851,0.2744,0.2802,0.1734,0.1571,0,0,0,0,0,1+1+3,4,0,39572
2147,5,0.8787,0.2673,0.2773,0.1724,0.1617,0,0,0,0,0,1+1+3,4,0,39572
2148,5,0.8981,0.2714,0.2972,0.1657,0.1638,0,0,0,0,0,1+1+3,4,0,39572
2149,5,0.8876,0.2793,0.279,0.1705,0.1588,0,0,0,0,0,1+1+3,4,0,39572
2150,5,0.772,0.1603,0.1569,0.1614,0.2934,0,0,0,0,0,NOISE,4,0,39572
2151,6,1.4674,0.3002,0.2999,0.2844,0.283,0.2999,0,0,0,0,NOISE,4,5979,39572
2152,6,0.4067,0.0612,0.065,0.0735,0.0838,0.1232,0,0,0,0,NOISE,4,0,39572
2153,8,1.1472,0.1763,0.1556,0.1474,0.1521,0.1513,0.1575,0.207,0,0,8D,4,0,39572
2154,5,0.8344,0.2298,0.2815,0.1756,0.1475,0,0,0,0,0,1+1+3,4,0,39572
2155,5,0.8126,0.221,0.2632,0.1725,0.1559,0,0,0,0,0,1+1+3,4,5978,39572
2156,5,0.8328,0.2405,0.2658,0.1751,0.1514,0,0,0,0,0,1+1+3,4,5978,39572
2157,5,0.8424,0.2487,0.2665,0.1806,0.1466,0,0,0,0,0,1+1+3,4,5978,39572
2158,5,0.8499,0.2556,0.2705,0.1683,0.1555,0,0,0,0,0,1+1+3,4,5978,39572
2159,5,0.8494,0.2507,0.2709,0.1883,0.1395,0,0,0,0,0,1+1+3,4,5978,39572
2160,5,0.8791,0.2615,0.2854,0.1758,0.1564,0,0,0,0,0,1+1+3,4,5978,39572
2161,5,1.0311,0.3565,0.3137,0.1902,0.1707,0,0,0,0,0,1+1+3,4,5981,39844
2162,5,1.0519,0.3756,0.3396,0.1674,0.1693,0,0,0,0,0,1+1+3,4,5981,39844
2163,5,1.0431,0.3344,0.3721,0.1737,0.1629,0,0,0,0,0,1+1+3,4,5981,39844
2164,5,1.0597,0.3511,0.3533,0.1834,0.1719,0,0,0,0,0,1+1+3,4,5981,39844
2165,5,1.0429,0.3417,0.3452,0.1879,0.1681,0,0,0,0,0,1+1+3,4,5981,39844
2166,4,0.4911,0.1481,0.1565,0.1865,0,0,0,0,0,0,NOISE,4,5979,39844
2167,4,0.5514,0.2549,0.1597,0.1368,0,0,0,0,0,0,4D,4,5978,39844
2168,5,0.5112,0.1206,0.1302,0.1265,0.1339,0,0,0,0,0,5R2,4,5979,39844
2169,5,0.509,0.1166,0.1317,0.1281,0.1326,0,0,0,0,0,5R2,4,5979,39844
2170,5,0.5121,0.1196,0.1314,0.1275,0.1336,0,0,0,0,0,5R2,4,5979,39844
2171,5,0.5064,0.13,0.1235,0.1238,0.1291,0,0,0,0,0,5R2,4,5979,39844
2172,5,0.9266,0.2916,0.3116,0.1799,0.1435,0,0,0,0,0,1+1+3,4,5979,39844
2173,5,0.5094,0.124,0.1265,0.1205,0.1384,0,0,0,0,0,5R2,4,5979,39844
2174,5,0.9038,0.3024,0.2974,0.1656,0.1384,0,0,0,0,0,1+1+3,4,5979,39844
2175,5,0.4707,0.1275,0.1128,0.1079,0.1225,0,0,0,0,0,5R2,4,5979,39844
2176,5,0.7984,0.2389,0.2417,0.1741,0.1437,0,0,0,0,0,1+1+3,4,5979,39844
2177,5,0.5245,0.1192,0.1363,0.1337,0.1353,0,0,0,0,0,5R2,4,5979,39844
2178,5,0.9102,0.2932,0.288,0.1801,0.1489,0,0,0,0,0,1+1+3,4,5979,39844
2179,5,0.9389,0.3085,0.3089,0.1755,0.146,0,0,0,0,0,1+1+3,4,5979,39844
2180,5,0.8788,0.2799,0.2771,0.1757,0.1461,0,0,0,0,0,1+1+3,4,5979,39844
2181,5,0.9454,0.3038,0.3068,0.1828,0.152,0,0,0,0,0,1+1+3,4,5979,39844
2182,5,0.9104,0.2929,0.2995,0.1666,0.1514,0,0,0,0,0,1+1+3,4,5979,39844
2183,5,0.9547,0.3093,0.3127,0.1758,0.1569,0,0,0,0,0,1+1+3,4,5979,39844
2184,5,0.974,0.31,0.3273,0.1779,0.1588,0,0,0,0,0,1+1+3,4,5979,39844
2185,5,0.9057,0.2989,0.3005,0.1563,0.15,0,0,0,0,0,1+1+3,4,5979,39844
2186,5,0.9865,0.3268,0.3059,0.1997,0.1541,0,0,0,0,0,1+1+3,4,5979,39844
2187,5,0.7866,0.2365,0.2335,0.1699,0.1467,0,0,0,0,0,1+1+3,4,5979,39844
2188,5,0.8036,0.2505,0.2453,0.1627,0.1451,0,0,0,0,0,1+1+3,4,5979,39844
2189,5,0.8363,0.2593,0.2619,0.1683,0.1468,0,0,0,0,0,1+1+3,4,5979,39844
2190,5,0.7889,0.2478,0.2418,0.1606,0.1387,0,0,0,0,0,1+1+3,4,5979,39844
2191,5,0.921,0.2995,0.2973,0.1644,0.1598,0,0,0,0,0,1+1+3,4,5978,39844
2192,5,0.8907,0.2917,0.2813,0.1547,0.163,0,0,0,0,0,1+1+3,4,5978,39844
2193,5,0.7991,0.2,0.2786,0.1683,0.1522,0,0,0,0,0,1+1+3,4,5978,39844
2194,5,0.9642,0.3243,0.3182,0.1688,0.1529,0,0,0,0,0,1+1+3,4,5978,39844
2195,5,0.9329,0.3193,0.3097,0.1575,0.1464,0,0,0,0,0,1+1+3,4,5978,39844
2196,5,1.2438,0.4488,0.4194,0.2061,0.1695,0,0,0,0,0,1+1+3,4,5978,39844
2197,5,1.0544,0.3767,0.3492,0.1606,0.1679,0,0,0,0,0,1+1+3,4,5978,39844
2198,5,0.9553,0.2998,0.3158,0.1949,0.1448,0,0,0,0,0,1+1+3,4,5978,39844
2199,5,0.8022,0.2545,0.2479,0.1534,0.1464,0,0,0,0,0,1+1+3,4,5978,39844
2200,5,0.7895,0.2354,0.2365,0.1906,0.127,0,0,0,0,0,1+1+3,4,5978,39844
2201,5,0.7813,0.2381,0.2471,0.1538,0.1423,0,0,0,0,0,1+1+3,4,5978,39844
2202,5,0.9454,0.3178,0.2903,0.1606,0.1767,0,0,0,0,0,1+1+3,4,5978,39844
2203,5,0.9832,0.3415,0.324,0.1785,0.1392,0,0,0,0,0,1+1+3,4,5978,39844
2204,5,0.9015,0.2888,0.3017,0.1688,0.1422,0,0,0,0,0,1+1+3,4,5978,39844
2205,5,1.1636,0.4086,0.3927,0.2068,0.1555,0,0,0,0,0,1+1+3,4,5978,39844
2206,5,0.8589,0.2708,0.2825,0.171,0.1346,0,0,0,0,0,1+1+3,4,5978,39844
2207,5,0.8619,0.2875,0.2737,0.1634,0.1373,0,0,0,0,0,1+1+3,4,5978,39844
2208,5,1.0502,0.3864,0.3477,0.153,0.1631,0,0,0,0,0,1+1+3,4,5978,39844
2209,5,0.8936,0.2752,0.2994,0.1397,0.1793,0,0,0,0,0,1+1+3,4,5978,39844
2210,5,0.9725,0.3125,0.3133,0.1828,0.1639,0,0,0,0,0,1+1+3,4,5978,39844
2211,5,0.847,0.2722,0.2623,0.1541,0.1584,0,0,0,0,0,1+1+3,4,5978,39844
2212,5,1.0465,0.3393,0.3545,0.1688,0.1839,0,0,0,0,0,1+1+3,4,5978,39844
2213,5,0.8227,0.2604,0.2564,0.1607,0.1452,0,0,0,0,0,1+1+3,4,5978,39844
2214,5,0.8266,0.2538,0.2707,0.1606,0.1415,0,0,0,0,0,1+1+3,4,5978,39844
2215,5,0.8189,0.2638,0.2444,0.1644,0.1463,0,0,0,0,0,1+1+3,4,5978,39844
2216,5,1.0012,0.3438,0.3317,0.1753,0.1504,0,0,0,0,0,1+1+3,4,5978,39844
2217,5,0.9131,0.2872,0.3108,0.1709,0.1442,0,0,0,0,0,1+1+3,4,0,39844
2218,5,0.8904,0.2792,0.2722,0.1848,0.1542,0,0,0,0,0,1+1+3,4,0,39844
2219,5,0.9017,0.2841,0.2976,0.1715,0.1485,0,0,0,0,0,1+1+3,4,0,39844
2220,5,1.0034,0.3212,0.3338,0.178,0.1704,0,0,0,0,0,1+1+3,4,0,39844
2221,7,0.9855,0.17,0.1635,0.1622,0.1632,0.165,0.1616,0,0,0,7D,4,0,39844
2222,7,0.3139,0.0529,0.0381,0.0689,0.0588,0.0675,0.0277,0,0,0,7I,4,0,39844
2223,9,1.2097,0.162,0.1446,0.1468,0.1502,0.154,0.1494,0.1495,0.1532,0,NOISE,4,5978,39844
2224,9,1.2007,0.1456,0.1565,0.1478,0.1514,0.1437,0.1547,0.1448,0.1562,0,NOISE,4,0,39844
2229,5,0.8859,0.2919,0.2922,0.1533,0.1485,0,0,0,0,0,1+1+3,4,5978,39844
2230,5,0.3255,0.0901,0.0956,0.0759,0.0639,0,0,0,0,0,5R1,4,5979,39844
2231,5,0.3345,0.0908,0.0986,0.0771,0.068,0,0,0,0,0,5R1,4,5979,39844
2232,5,0.3156,0.0894,0.0915,0.0736,0.0611,0,0,0,0,0,5R1,4,5979,39844
2233,5,0.3185,0.0905,0.0879,0.0751,0.065,0,0,0,0,0,5R1,4,5979,39844
2234,5,0.3185,0.0911,0.0897,0.0743,0.0634,0,0,0,0,0,5R1,4,5979,39844
2235,5,0.3171,0.0927,0.0915,0.0719,0.061,0,0,0,0,0,5R1,4,5979,39844
2236,5,0.2978,0.0937,0.0864,0.063,0.0547,0,0,0,0,0,5R1,4,5979,39844
2237,5,0.3105,0.0997,0.0898,0.0653,0.0557,0,0,0,0,0,5R1,4,5979,39844
2238,5,0.345,0.0985,0.1052,0.0787,0.0626,0,0,0,0,0,5R1,4,5979,39844
2239,5,0.3273,0.094,0.0964,0.0731,0.0638,0,0,0,0,0,5R1,4,5979,39844
2240,5,0.787,0.2522,0.2394,0.1577,0.1377,0,0,0,0,0,1+1+3,4,5978,39844
2241,5,0.7537,0.2398,0.2219,0.1596,0.1324,0,0,0,0,0,1+1+3,4,5978,39844
2242,5,0.7783,0.2401,0.2412,0.1515,0.1455,0,0,0,0,0,1+1+3,4,5978,39844
2243,5,0.782,0.2466,0.2411,0.1613,0.133,0,0,0,0,0,1+1+3,4,5978,39844
2244,5,0.7722,0.2335,0.2603,0.1455,0.1329,0,0,0,0,0,1+1+3,4,5978,39844
2245,6,0.2475,0.0389,0.044,0.0452,0.0596,0.0598,0,0,0,0,NOISE,4,5979,39844
2246,6,0.2671,0.0461,0.0505,0.0461,0.058,0.0664,0,0,0,0,NOISE,4,5979,39844
2247,7,1.2627,0.1862,0.1269,0.4056,0.1777,0.1809,0.1854,0,0,0,NOISE,4,5978,39844
2248,9,1.3433,0.1772,0.1629,0.1645,0.1607,0.1693,0.171,0.1734,0.1643,0,NOISE,4,0,39844
2249,5,0.7604,0.2391,0.2336,0.1466,0.1411,0,0,0,0,0,1+1+3,4,5978,39844
2250,4,0.8247,0.438,0.1927,0.194,0,0,0,0,0,0,1+32,4,5978,39844
2251,4,0.982,0.4875,0.2699,0.2246,0,0,0,0,0,0,NOISE,4,0,39844
2252,5,1.2614,0.4622,0.4257,0.1743,0.1992,0,0,0,0,0,1+1+3,4,5981,39844
2253,5,0.9048,0.3135,0.2848,0.1647,0.1418,0,0,0,0,0,1+1+3,4,5981,39844
2254,5,1.2773,0.4708,0.4477,0.1976,0.1612,0,0,0,0,0,1+1+3,4,5981,39844
2255,5,1.0118,0.3614,0.3123,0.1665,0.1716,0,0,0,0,0,1+1+3,4,5981,39844
2256,5,0.7836,0.244,0.219,0.1537,0.1669,0,0,0,0,0,1+1+3,4,5981,39844
2257,5,0.9297,0.3203,0.2904,0.1555,0.1635,0,0,0,0,0,1+1+3,4,5981,39844
2258,5,0.9555,0.3409,0.3044,0.1669,0.1433,0,0,0,0,0,1+1+3,4,5981,39844
2259,5,1.0218,0.3538,0.3155,0.1846,0.1679,0,0,0,0,0,1+1+3,4,5978,39844
2260,5,1.2873,0.4575,0.4467,0.1885,0.1946,0,0,0,0,0,1+1+3,4,5978,39844
2261,5,0.7695,0.2243,0.2085,0.1603,0.1764,0,0,0,0,0,1+1+3,4,5978,39844
2262,5,1.3415,0.4849,0.4579,0.1778,0.2209,0,0,0,0,0,1+1+3,4,5978,39844
2263,5,1.3694,0.4991,0.5017,0.1867,0.1819,0,0,0,0,0,1+1+3,4,5978,39844
2264,5,1.2322,0.4415,0.4178,0.1986,0.1743,0,0,0,0,0,1+1+3,4,5978,39844
2265,5,1.2021,0.433,0.4119,0.1884,0.1688,0,0,0,0,0,1+1+3,4,5978,39844
2266,5,1.2171,0.4379,0.411,0.1933,0.1749,0,0,0,0,0,1+1+3,4,5978,39844
2267,5,1.1563,0.4103,0.3797,0.2058,0.1605,0,0,0,0,0,1+1+3,4,5978,39844
2268,5,0.9837,0.3332,0.2973,0.1797,0.1735,0,0,0,0,0,1+1+3,4,5978,39844
2269,5,0.8265,0.2525,0.2435,0.1665,0.164,0,0,0,0,0,1+1+3,4,5978,39844
2270,5,0.9405,0.3029,0.327,0.164,0.1466,0,0,0,0,0,1+1+3,4,5978,39844
2271,5,0.936,0.2962,0.3169,0.1718,0.1511,0,0,0,0,0,1+1+3,4,5978,39844
2272,5,0.9508,0.3216,0.2922,0.1827,0.1543,0,0,0,0,0,1+1+3,4,5978,39844
2273,5,1.2607,0.4346,0.441,0.1911,0.194,0,0,0,0,0,1+1+3,4,5978,39844
2274,5,1.2889,0.4549,0.4434,0.2087,0.1819,0,0,0,0,0,1+1+3,4,0,39844
2275,5,0.8094,0.2496,0.2441,0.1692,0.1465,0,0,0,0,0,1+1+3,4,5978,39844
2276,6,0.9831,0.2335,0.2379,0.1481,0.1458,0.2178,0,0,0,0,NOISE,4,5978,39844
2277,5,0.9992,0.358,0.32,0.1657,0.1555,0,0,0,0,0,1+1+3,4,0,40215
2278,5,0.9242,0.3522,0.2728,0.1438,0.1554,0,0,0,0,0,1+1+3,4,0,40215
2279,5,0.8442,0.2937,0.247,0.1564,0.1471,0,0,0,0,0,1+1+3,4,0,40215
2280,5,0.9251,0.3135,0.2757,0.1759,0.16,0,0,0,0,0,1+1+3,4,0,40215
2281,5,0.938,0.3148,0.2895,0.1766,0.1571,0,0,0,0,0,1+1+3,4,0,40215
2282,5,0.9293,0.3261,0.2596,0.1698,0.1738,0,0,0,0,0,1+1+3,4,0,40215
2283,5,0.9763,0.3407,0.3221,0.1679,0.1456,0,0,0,0,0,1+1+3,4,0,40215
2284,5,0.9665,0.3435,0.318,0.1459,0.1591,0,0,0,0,0,1+1+3,4,0,40215
2285,5,0.8764,0.3473,0.2412,0.1402,0.1477,0,0,0,0,0,1+1+3,4,0,40215
2286,5,1.0108,0.3584,0.2995,0.1825,0.1704,0,0,0,0,0,1+1+3,4,0,40215
2287,5,0.8004,0.2456,0.2428,0.1591,0.1529,0,0,0,0,0,1+1+3,4,0,40215
2288,5,0.8077,0.2419,0.1773,0.1412,0.2473,0,0,0,0,0,1+1+3,4,0,40215
2289,5,1.0651,0.3737,0.3507,0.1653,0.1754,0,0,0,0,0,1+1+3,4,0,40215
2290,5,0.7555,0.2286,0.222,0.162,0.1429,0,0,0,0,0,1+1+3,4,0,40215
2291,5,1.1386,0.4003,0.3663,0.1756,0.1964,0,0,0,0,0,1+1+3,4,0,40215
2292,5,1.1546,0.4121,0.3774,0.1968,0.1683,0,0,0,0,0,1+1+3,4,0,40215
2293,5,1.169,0.4151,0.3831,0.1835,0.1873,0,0,0,0,0,1+1+3,4,0,40215
2294,5,0.8819,0.2675,0.2879,0.174,0.1525,0,0,0,0,0,1+1+3,4,0,40215
2295,5,0.7004,0.1913,0.2289,0.1524,0.1278,0,0,0,0,0,1+1+3,4,0,40215
2296,5,0.7481,0.2316,0.2274,0.1584,0.1307,0,0,0,0,0,1+1+3,4,0,40215
2297,5,0.849,0.2747,0.2579,0.1517,0.1647,0,0,0,0,0,1+1+3,4,0,40215
2298,5,0.8417,0.2639,0.2689,0.1588,0.1501,0,0,0,0,0,1+1+3,4,0,40215
2299,5,1.0668,0.3635,0.3256,0.1998,0.1779,0,0,0,0,0,1+1+3,4,0,40215
2300,5,0.841,0.2639,0.2356,0.1857,0.1558,0,0,0,0,0,1+1+3,4,0,40215
2301,5,0.8992,0.2989,0.275,0.168,0.1573,0,0,0,0,0,1+1+3,4,0,40215
2302,5,0.933,0.2915,0.3118,0.1862,0.1435,0,0,0,0,0,1+1+3,4,0,40215
2303,5,1.0089,0.3331,0.3334,0.1852,0.1572,0,0,0,0,0,1+1+3,4,0,40215
2304,5,0.9995,0.324,0.3249,0.181,0.1696,0,0,0,0,0,1+1+3,4,0,40215
2305,5,0.983,0.32,0.3135,0.1892,0.1603,0,0,0,0,0,1+1+3,4,0,40215
2306,5,1.0193,0.3464,0.3283,0.1892,0.1554,0,0,0,0,0,1+1+3,4,5987,40215
2307,5,1.1095,0.3724,0.3252,0.2358,0.1761,0,0,0,0,0,1+1+3,4,5987,40215
2308,6,0.2874,0.0303,0.0755,0.0531,0.0622,0.0663,0,0,0,0,NOISE,4,0,40215
2309,6,0.7664,0.222,0.1471,0.1032,0.158,0.1361,0,0,0,0,NOISE,4,0,40215
2313,4,0.8058,0.2571,0.2377,0.311,0,0,0,0,0,0,4R2,4,0,40215
2314,5,0.8474,0.2822,0.265,0.1638,0.1364,0,0,0,0,0,1+1+3,4,0,40215
2315,5,1.0295,0.3347,0.3663,0.1586,0.1699,0,0,0,0,0,1+1+3,4,0,40215
2316,5,0.9719,0.3208,0.3149,0.1777,0.1585,0,0,0,0,0,1+1+3,4,0,40215
2317,5,0.931,0.3097,0.3014,0.1694,0.1505,0,0,0,0,0,1+1+3,4,0,40215
2318,5,0.8705,0.2861,0.2581,0.1602,0.1661,0,0,0,0,0,1+1+3,4,0,40215
2319,5,0.8597,0.2663,0.2808,0.1669,0.1457,0,0,0,0,0,1+1+3,4,0,40215
2320,5,0.8449,0.2696,0.2718,0.1579,0.1456,0,0,0,0,0,1+1+3,4,0,40215
2321,5,0.8821,0.2938,0.263,0.1675,0.1578,0,0,0,0,0,1+1+3,4,0,40215
2322,5,0.867,0.2734,0.265,0.1717,0.1569,0,0,0,0,0,1+1+3,4,0,40215
2323,5,0.8941,0.2929,0.2679,0.1737,0.1596,0,0,0,0,0,1+1+3,4,0,40215
2324,5,0.8294,0.2656,0.2443,0.1793,0.1402,0,0,0,0,0,1+1+3,4,0,40215
2325,5,0.8534,0.2705,0.2766,0.1635,0.1428,0,0,0,0,0,1+1+3,4,0,40215
2326,5,0.9037,0.2922,0.2765,0.1705,0.1645,0,0,0,0,0,1+1+3,4,0,40215
2327,5,0.8973,0.2991,0.2917,0.1743,0.1322,0,0,0,0,0,1+1+3,4,0,40215
2328,5,1.0583,0.3554,0.3547,0.1931,0.1551,0,0,0,0,0,1+1+3,4,5987,40215
2332,3,0.3159,0.1733,0.1426,0,0,0,0,0,0,0,3D,4,0,40215
2333,4,0.4083,0.1515,0.1191,0.1377,0,0,0,0,0,0,4R1,4,5987,40215
2334,5,1.0766,0.3536,0.3495,0.2152,0.1583,0,0,0,0,0,1+1+3,4,0,40215
2335,5,0.8662,0.2593,0.313,0.153,0.1409,0,0,0,0,0,1+1+3,4,0,40215
2336,5,0.8174,0.259,0.2705,0.1467,0.1412,0,0,0,0,0,1+1+3,4,0,40215
2337,5,0.731,0.2333,0.2311,0.1421,0.1245,0,0,0,0,0,1+1+3,4,0,40215
2338,5,0.8748,0.2422,0.3218,0.1759,0.1349,0,0,0,0,0,1+1+3,4,0,40215
2339,5,0.8335,0.2719,0.2507,0.1614,0.1495,0,0,0,0,0,1+1+3,4,0,40215
2340,5,1.1849,0.4279,0.4002,0.1818,0.175,0,0,0,0,0,1+1+3,4,0,40215
2341,5,1.0563,0.3767,0.3767,0.1533,0.1496,0,0,0,0,0,1+1+3,4,0,40215
2342,5,1.0011,0.3402,0.3434,0.1709,0.1466,0,0,0,0,0,1+1+3,4,0,40215
2343,5,1.1269,0.3653,0.4162,0.1756,0.1698,0,0,0,0,0,1+1+3,4,0,40215
2344,5,1.111,0.4096,0.3675,0.1758,0.1581,0,0,0,0,0,1+1+3,4,0,40215
2345,5,1.0587,0.3878,0.3556,0.163,0.1523,0,0,0,0,0,1+1+3,4,0,40215
