source,source_coda_id,coda_type_gero21,classifier_origin
hersh2022_pacific,TON0642,6i,pacific-matched
hersh2022_pacific,TON0643,6R,pacific-matched
hersh2022_pacific,TON0644,6R,pacific-matched
hersh2022_pacific,TON0645,6i,pacific-matched
hersh2022_pacific,TON0646,6i,pacific-matched
hersh2022_pacific,TON0647,6i,pacific-matched
hersh2022_pacific,TON0648,6R,pacific-matched
hersh2022_pacific,TON0649,6R,pacific-matched
hersh2022_pacific,TON0650,1+1+3,pacific-matched
hersh2022_pacific,TON0651,1+1+3,pacific-matched
hersh2022_pacific,TON0652,1+1+3,pacific-matched
hersh2022_pacific,TON0653,1+1+3,pacific-matched
hersh2022_pacific,TON0654,1+1+3,pacific-matched
hersh2022_pacific,TON0655,1+1+3,pacific-matched
hersh2022_pacific,TON0656,1+1+3,pacific-matched
hersh2022_pacific,TON0657,1+1+3,pacific-matched
hersh2022_pacific,TON0658,1+1+3,pacific-matched
hersh2022_pacific,TON0659,6i,pacific-matched
hersh2022_pacific,TON0660,6i,pacific-matched
hersh2022_pacific,TON0661,6R,pacific-matched
hersh2022_pacific,TON0662,6R,pacific-matched
hersh2022_pacific,TON0663,6R,pacific-matched
hersh2022_pacific,TON0664,6R,pacific-matched
hersh2022_pacific,TON0665,6R,pacific-matched
hersh2022_pacific,TON0666,6R,pacific-matched
hersh2022_pacific,TON0667,6R,pacific-matched
hersh2022_pacific,TON0668,6R,pacific-matched
hersh2022_pacific,TON0669,6R,pacific-matched
hersh2022_pacific,TON0670,6R,pacific-matched
hersh2022_pacific,TON0671,6R,pacific-matched
hersh2022_pacific,TON0672,1+1+3,pacific-matched
hersh2022_pacific,TON0673,4R1,pacific-matched
hersh2022_pacific,TON0674,4R2,pacific-matched
hersh2022_pacific,TON0675,2+1+1+1,discovery-cluster
hersh2022_pacific,TON0676,5-NOISE,discovery-noise
hersh2022_pacific,TON0677,5-NOISE,discovery-noise
hersh2022_pacific,TON0678,6-NOISE,discovery-noise
hersh2022_pacific,TON0679,4R1,pacific-matched
hersh2022_pacific,TON0680,1+31,pacific-matched
hersh2022_pacific,TON0681,3R,pacific-matched
hersh2022_pacific,TON0682,6-NOISE,discovery-noise
hersh2022_pacific,TON0683,5RP2,discovery-cluster
hersh2022_pacific,TON0684,2+1+1+1,discovery-cluster
hersh2022_pacific,TON0685,5P4,discovery-cluster
hersh2022_pacific,TON0686,6-NOISE,discovery-noise
hersh2022_pacific,TON0687,6-NOISE,discovery-noise
hersh2022_pacific,TON0688,2+1+1+1,discovery-cluster
hersh2022_pacific,TON0689,4R1,pacific-matched
hersh2022_pacific,TON0690,2+1+1+1,discovery-cluster
hersh2022_pacific,TON0691,5-NOISE,discovery-noise
hersh2022_pacific,TON0692,6-NOISE,discovery-noise
hersh2022_pacific,TON0693,4R1,pacific-matched
hersh2022_pacific,TON0694,6-NOISE,discovery-noise
hersh2022_pacific,TON0695,6-NOISE,discovery-noise
hersh2022_pacific,TON0696,6-NOISE,discovery-noise
hersh2022_pacific,TON0697,5P4,discovery-cluster
hersh2022_pacific,TON0698,6-NOISE,discovery-noise
hersh2022_pacific,TON0699,2+1+1+1,discovery-cluster
hersh2022_pacific,TON0700,6-NOISE,discovery-noise
hersh2022_pacific,TON0701,6-NOISE,discovery-noise
hersh2022_pacific,TON0702,6-NOISE,discovery-noise
hersh2022_pacific,TON0703,6-NOISE,discovery-noise
hersh2022_pacific,TON0704,3D,pacific-matched
hersh2022_pacific,TON0705,8i,pacific-matched
hersh2022_pacific,TON0706,8R,pacific-matched
hersh2022_pacific,TON0707,9-NOISE,discovery-noise
hersh2022_pacific,TON0708,3RP2,discovery-cluster
hersh2022_pacific,TON0709,4R1,pacific-matched
hersh2022_pacific,TON0710,5R1,pacific-matched
hersh2022_pacific,TON0711,3DP2,discovery-cluster
hersh2022_pacific,TON0712,3RP5,discovery-cluster
hersh2022_pacific,TON0713,4R2,pacific-matched
hersh2022_pacific,TON0714,4R2,pacific-matched
hersh2022_pacific,TON0715,3RP3,discovery-cluster
hersh2022_pacific,TON0716,6-NOISE,discovery-noise
hersh2022_pacific,TON0717,3D,pacific-matched
hersh2022_pacific,TON0718,6-NOISE,discovery-noise
hersh2022_pacific,TON0719,3D,pacific-matched
hersh2022_pacific,TON0720,5R1,pacific-matched
hersh2022_pacific,TON0721,2+3,pacific-matched
hersh2022_pacific,TON0722,4R1,pacific-matched
hersh2022_pacific,TON0723,4D,pacific-matched
hersh2022_pacific,TON0724,4D,pacific-matched
hersh2022_pacific,TON0725,1+31,pacific-matched
hersh2022_pacific,TON0726,6i,pacific-matched
hersh2022_pacific,TON0727,2+1+1,discovery-cluster
hersh2022_pacific,TON0728,1+31,pacific-matched
hersh2022_pacific,TON0729,4R1,pacific-matched
hersh2022_pacific,TON0730,4-NOISE,discovery-noise
hersh2022_pacific,TON0731,4P1,discovery-cluster
hersh2022_pacific,TON0732,3RP3,discovery-cluster
hersh2022_pacific,TON0733,1+31,pacific-matched
hersh2022_pacific,TON0734,4R1,pacific-matched
hersh2022_pacific,TON0735,5-NOISE,discovery-noise
hersh2022_pacific,TON0736,3D,pacific-matched
hersh2022_pacific,TON0737,3RP2,discovery-cluster
hersh2022_pacific,TON0738,3RP3,discovery-cluster
hersh2022_pacific,TON0739,3RP3,discovery-cluster
hersh2022_pacific,TON0740,3D,pacific-matched
hersh2022_pacific,TON0741,3D,pacific-matched
hersh2022_pacific,TON0742,6i,pacific-matched
hersh2022_pacific,TON0743,1+1+3,pacific-matched
hersh2022_pacific,TON0744,1+1+3,pacific-matched
hersh2022_pacific,TON0745,5-NOISE,discovery-noise
hersh2022_pacific,TON0746,1+32,pacific-matched
hersh2022_pacific,TON0747,4P1,discovery-cluster
hersh2022_pacific,TON0748,4D,pacific-matched
hersh2022_pacific,TON0749,8-NOISE,discovery-noise
hersh2022_pacific,TON0750,6i,pacific-matched
hersh2022_pacific,TON0751,6-NOISE,discovery-noise
hersh2022_pacific,TON0752,8R,pacific-matched
hersh2022_pacific,TON0753,5R2,pacific-matched
hersh2022_pacific,TON0754,3RP3,discovery-cluster
hersh2022_pacific,TON0755,6-NOISE,discovery-noise
hersh2022_pacific,TON0756,5R2,pacific-matched
hersh2022_pacific,TON0757,4R1,pacific-matched
hersh2022_pacific,TON0758,5R3,pacific-matched
hersh2022_pacific,TON0759,7iP1,discovery-cluster
hersh2022_pacific,TON0760,3D,pacific-matched
hersh2022_pacific,TON0761,3RP2,discovery-cluster
hersh2022_pacific,TON0762,7i,pacific-matched
hersh2022_pacific,TON0763,7D1,pacific-matched
hersh2022_pacific,TON0764,1+1+3,pacific-matched
hersh2022_pacific,TON0765,4D,pacific-matched
hersh2022_pacific,TON0766,3D,pacific-matched
hersh2022_pacific,TON0767,1+1+3,pacific-matched
hersh2022_pacific,TON0768,6i,pacific-matched
hersh2022_pacific,TON0769,8i,pacific-matched
hersh2022_pacific,TON0770,8i,pacific-matched
hersh2022_pacific,TON0771,4R1,pacific-matched
hersh2022_pacific,TON0772,1+31,pacific-matched
hersh2022_pacific,TON0773,1+31,pacific-matched
hersh2022_pacific,TON0774,3RP3,discovery-cluster
hersh2022_pacific,TON0775,1+31,pacific-matched
hersh2022_pacific,TON0776,5R2,pacific-matched
hersh2022_pacific,TON0777,1+1+3,pacific-matched
hersh2022_pacific,TON0778,6-NOISE,discovery-noise
hersh2022_pacific,TON0779,5R2,pacific-matched
hersh2022_pacific,TON0780,4D,pacific-matched
hersh2022_pacific,TON0781,1+1+3,pacific-matched
hersh2022_pacific,TON0782,1+1+3,pacific-matched
hersh2022_pacific,TON0783,1+1+3,pacific-matched
hersh2022_pacific,TON0784,4D,pacific-matched
hersh2022_pacific,TON0785,1+31,pacific-matched
hersh2022_pacific,TON0786,5R2,pacific-matched
hersh2022_pacific,TON0787,4R1,pacific-matched
hersh2022_pacific,TON0788,4R2,pacific-matched
hersh2022_pacific,TON0789,4R2,pacific-matched
hersh2022_pacific,TON0790,3D,pacific-matched
hersh2022_pacific,TON0791,4R2,pacific-matched
hersh2022_pacific,TON0792,2+3,pacific-matched
hersh2022_pacific,TON0793,5R2,pacific-matched
hersh2022_pacific,TON0794,3D,pacific-matched
hersh2022_pacific,TON0795,3D,pacific-matched
hersh2022_pacific,TON0796,1+31,pacific-matched
hersh2022_pacific,TON0797,5R3,pacific-matched
hersh2022_pacific,TON0798,4D,pacific-matched
hersh2022_pacific,TON0799,1+1+3,pacific-matched
hersh2022_pacific,TON0800,3D,pacific-matched
hersh2022_pacific,TON0801,1+31,pacific-matched
hersh2022_pacific,TON0802,2+3,pacific-matched
hersh2022_pacific,TON0803,1+31,pacific-matched
hersh2022_pacific,TON0804,1+31,pacific-matched
hersh2022_pacific,TON0805,5R2,pacific-matched
hersh2022_pacific,TON0806,3DP2,discovery-cluster
hersh2022_pacific,TON0807,6-NOISE,discovery-noise
hersh2022_pacific,TON0808,6-NOISE,discovery-noise
hersh2022_pacific,TON0809,8i,pacific-matched
hersh2022_pacific,TON0810,1+1+3,pacific-matched
hersh2022_pacific,TON0811,4D,pacific-matched
hersh2022_pacific,TON0812,3D,pacific-matched
hersh2022_pacific,TON0813,1+32,pacific-matched
hersh2022_pacific,TON0814,2+1+1,discovery-cluster
hersh2022_pacific,TON0815,5-NOISE,discovery-noise
hersh2022_pacific,TON0816,4P1,discovery-cluster
hersh2022_pacific,TON0817,4-NOISE,discovery-noise
hersh2022_pacific,TON0818,4R1,pacific-matched
hersh2022_pacific,TON0819,2+3,pacific-matched
hersh2022_pacific,TON0820,7i,pacific-matched
hersh2022_pacific,TON0821,8R,pacific-matched
hersh2022_pacific,TON0822,3RP1,discovery-cluster
hersh2022_pacific,TON0823,3DP2,discovery-cluster
hersh2022_pacific,TON0824,3P1,discovery-cluster
hersh2022_pacific,TON0825,5R1,pacific-matched
hersh2022_pacific,TON0826,1+31,pacific-matched
hersh2022_pacific,TON0827,7D1,pacific-matched
hersh2022_pacific,TON0828,4R1,pacific-matched
hersh2022_pacific,TON0829,6i,pacific-matched
hersh2022_pacific,TON0830,1+31,pacific-matched
hersh2022_pacific,TON0831,1+31,pacific-matched
hersh2022_pacific,TON0832,7i,pacific-matched
hersh2022_pacific,TON0833,7D1,pacific-matched
hersh2022_pacific,TON0834,2+3,pacific-matched
hersh2022_pacific,TON0835,7D1,pacific-matched
hersh2022_pacific,TON0836,3D,pacific-matched
hersh2022_pacific,TON0837,3RP2,discovery-cluster
hersh2022_pacific,TON0838,4R2,pacific-matched
hersh2022_pacific,TON0839,1+31,pacific-matched
hersh2022_pacific,TON0840,1+31,pacific-matched
hersh2022_pacific,TON0841,3D,pacific-matched
hersh2022_pacific,TON0842,4D,pacific-matched
hersh2022_pacific,TON0843,7D1,pacific-matched
hersh2022_pacific,TON0844,4R1,pacific-matched
hersh2022_pacific,TON0845,5R2,pacific-matched
hersh2022_pacific,TON0846,3D,pacific-matched
hersh2022_pacific,TON0847,3D,pacific-matched
hersh2022_pacific,TON0848,6i,pacific-matched
hersh2022_pacific,TON0849,3RP3,discovery-cluster
hersh2022_pacific,TON0850,3D,pacific-matched
hersh2022_pacific,TON0851,3RP3,discovery-cluster
hersh2022_pacific,TON0852,4R2,pacific-matched
hersh2022_pacific,TON0853,3D,pacific-matched
hersh2022_pacific,TON0854,3D,pacific-matched
hersh2022_pacific,TON0855,7i,pacific-matched
hersh2022_pacific,TON0856,4R1,pacific-matched
hersh2022_pacific,TON0857,5R3,pacific-matched
hersh2022_pacific,TON0858,3D,pacific-matched
hersh2022_pacific,TON0859,3D,pacific-matched
hersh2022_pacific,TON0860,8R,pacific-matched
hersh2022_pacific,TON0861,7D1,pacific-matched
hersh2022_pacific,TON0862,4R2,pacific-matched
hersh2022_pacific,TON0863,6R,pacific-matched
hersh2022_pacific,TON0864,6-NOISE,discovery-noise
hersh2022_pacific,TON0865,1+1+3,pacific-matched
hersh2022_pacific,TON0866,3D,pacific-matched
hersh2022_pacific,TON0867,5R2,pacific-matched
hersh2022_pacific,TON0868,7i,pacific-matched
hersh2022_pacific,TON0869,6i,pacific-matched
hersh2022_pacific,TON0870,8i,pacific-matched
hersh2022_pacific,TON0871,6i,pacific-matched
hersh2022_pacific,TON0872,3D,pacific-matched
hersh2022_pacific,TON0873,3D,pacific-matched
hersh2022_pacific,TON0874,3D,pacific-matched
hersh2022_pacific,TON0875,3D,pacific-matched
hersh2022_pacific,TON0876,3RP3,discovery-cluster
hersh2022_pacific,TON0877,4D,pacific-matched
hersh2022_pacific,TON0878,5R2,pacific-matched
hersh2022_pacific,TON0879,6R,pacific-matched
hersh2022_pacific,TON0880,6-NOISE,discovery-noise
hersh2022_pacific,TON0881,3R,pacific-matched
hersh2022_pacific,TON0882,3D,pacific-matched
hersh2022_pacific,TON0883,10i,pacific-matched
hersh2022_pacific,TON0885,9i,pacific-matched
hersh2022_pacific,TON0886,7i,pacific-matched
hersh2022_pacific,TON0887,9-NOISE,discovery-noise
hersh2022_pacific,TON0888,7i,pacific-matched
hersh2022_pacific,TON0889,6-NOISE,discovery-noise
hersh2022_pacific,TON0890,3D,pacific-matched
hersh2022_pacific,TON0891,3RP2,discovery-cluster
hersh2022_pacific,TON0892,3D,pacific-matched
hersh2022_pacific,TON0893,2+3,pacific-matched
hersh2022_pacific,TON0894,6i,pacific-matched
hersh2022_pacific,TON0895,3D,pacific-matched
hersh2022_pacific,TON0896,9i,pacific-matched
hersh2022_pacific,TON0897,7i,pacific-matched
hersh2022_pacific,TON0898,7i,pacific-matched
hersh2022_pacific,TON0899,7i,pacific-matched
hersh2022_pacific,TON0900,5-NOISE,discovery-noise
hersh2022_pacific,TON0901,5R2,pacific-matched
hersh2022_pacific,TON0902,5R2,pacific-matched
hersh2022_pacific,TON0903,8R,pacific-matched
hersh2022_pacific,TON0904,7D1,pacific-matched
hersh2022_pacific,TON0905,6i,pacific-matched
hersh2022_pacific,TON0906,8R,pacific-matched
hersh2022_pacific,TON0907,8R,pacific-matched
hersh2022_pacific,TON0908,7i,pacific-matched
hersh2022_pacific,TON0909,3D,pacific-matched
hersh2022_pacific,TON0910,3D,pacific-matched
hersh2022_pacific,TON0911,4R1,pacific-matched
hersh2022_pacific,TON0912,3D,pacific-matched
hersh2022_pacific,TON0913,7i,pacific-matched
hersh2022_pacific,TON0914,4R1,pacific-matched
hersh2022_pacific,TON0915,3D,pacific-matched
hersh2022_pacific,TON0916,3D,pacific-matched
hersh2022_pacific,TON0917,3D,pacific-matched
hersh2022_pacific,TON0918,3D,pacific-matched
hersh2022_pacific,TON0919,3D,pacific-matched
hersh2022_pacific,TON0920,5R3,pacific-matched
hersh2022_pacific,TON0921,3D,pacific-matched
hersh2022_pacific,TON0922,6i,pacific-matched
hersh2022_pacific,TON0923,7i,pacific-matched
hersh2022_pacific,TON0924,5-NOISE,discovery-noise
hersh2022_pacific,TON0925,6i,pacific-matched
hersh2022_pacific,TON0926,3D,pacific-matched
hersh2022_pacific,TON0927,3RP3,discovery-cluster
hersh2022_pacific,TON0928,3RP3,discovery-cluster
hersh2022_pacific,TON0929,3D,pacific-matched
hersh2022_pacific,TON0930,3D,pacific-matched
hersh2022_pacific,TON0931,5R3,pacific-matched
hersh2022_pacific,TON0932,4R2,pacific-matched
hersh2022_pacific,TON0933,7D1,pacific-matched
hersh2022_pacific,TON0934,6i,pacific-matched
hersh2022_pacific,TON0935,7-NOISE,discovery-noise
hersh2022_pacific,TON0936,6R,pacific-matched
hersh2022_pacific,TON0937,1+31,pacific-matched
hersh2022_pacific,TON0938,3D,pacific-matched
hersh2022_pacific,TON0939,6i,pacific-matched
hersh2022_pacific,TON0940,5R1,pacific-matched
hersh2022_pacific,TON0941,3D,pacific-matched
hersh2022_pacific,TON0942,9-NOISE,discovery-noise
hersh2022_pacific,TON0943,6i,pacific-matched
hersh2022_pacific,TON0944,3D,pacific-matched
hersh2022_pacific,TON0945,3D,pacific-matched
hersh2022_pacific,TON0946,6i,pacific-matched
hersh2022_pacific,TON0947,3D,pacific-matched
hersh2022_pacific,TON0948,4-NOISE,discovery-noise
hersh2022_pacific,TON0949,5-NOISE,discovery-noise
hersh2022_pacific,TON0950,5R2,pacific-matched
hersh2022_pacific,TON0951,5R2,pacific-matched
hersh2022_pacific,TON0952,7i,pacific-matched
hersh2022_pacific,TON0953,3D,pacific-matched
hersh2022_pacific,TON0954,3D,pacific-matched
hersh2022_pacific,TON0955,4R1,pacific-matched
hersh2022_pacific,TON0956,6i,pacific-matched
hersh2022_pacific,TON0957,8i,pacific-matched
hersh2022_pacific,TON0958,3D,pacific-matched
hersh2022_pacific,TON0959,3D,pacific-matched
hersh2022_pacific,TON0960,3D,pacific-matched
hersh2022_pacific,TON0961,4R1,pacific-matched
hersh2022_pacific,TON0962,8R,pacific-matched
hersh2022_pacific,TON0963,1+1+3,pacific-matched
hersh2022_pacific,TON0964,6R,pacific-matched
hersh2022_pacific,TON0965,9RP2,discovery-cluster
hersh2022_pacific,TON0966,6i,pacific-matched
hersh2022_pacific,TON0967,7-NOISE,discovery-noise
hersh2022_pacific,TON0968,5R1,pacific-matched
hersh2022_pacific,TON0969,3D,pacific-matched
hersh2022_pacific,TON0970,3D,pacific-matched
hersh2022_pacific,TON0971,3D,pacific-matched
hersh2022_pacific,TON0972,3RP2,discovery-cluster
hersh2022_pacific,TON0973,3D,pacific-matched
hersh2022_pacific,TON0974,3D,pacific-matched
hersh2022_pacific,TON0975,2+3,pacific-matched
hersh2022_pacific,TON0976,3D,pacific-matched
hersh2022_pacific,TON0977,2+3,pacific-matched
hersh2022_pacific,TON0978,5R2,pacific-matched
hersh2022_pacific,TON0979,5R2,pacific-matched
hersh2022_pacific,TON0980,6R,pacific-matched
hersh2022_pacific,TON0981,1+1+3,pacific-matched
hersh2022_pacific,TON0982,6i,pacific-matched
hersh2022_pacific,TON0983,7D1,pacific-matched
hersh2022_pacific,TON0984,1+1+3,pacific-matched
hersh2022_pacific,TON0985,7R,pacific-matched
hersh2022_pacific,TON0986,4R1,pacific-matched
hersh2022_pacific,TON0987,7i,pacific-matched
hersh2022_pacific,TON0988,3D,pacific-matched
hersh2022_pacific,TON0989,9RP2,discovery-cluster
hersh2022_pacific,TON0990,9RP2,discovery-cluster
hersh2022_pacific,TON0991,1+31,pacific-matched
hersh2022_pacific,TON0992,2+3,pacific-matched
hersh2022_pacific,TON0993,5R2,pacific-matched
hersh2022_pacific,TON0994,6R,pacific-matched
hersh2022_pacific,TON0995,3D,pacific-matched
hersh2022_pacific,TON0996,3D,pacific-matched
hersh2022_pacific,TON0997,7i,pacific-matched
hersh2022_pacific,TON0998,3D,pacific-matched
hersh2022_pacific,TON0999,4R1,pacific-matched
hersh2022_pacific,TON1000,1+31,pacific-matched
hersh2022_pacific,TON1001,8i,pacific-matched
hersh2022_pacific,TON1002,6R,pacific-matched
hersh2022_pacific,TON1003,1+1+3,pacific-matched
hersh2022_pacific,TON1004,4D,pacific-matched
hersh2022_pacific,TON1005,6-NOISE,discovery-noise
hersh2022_pacific,TON1006,5R3,pacific-matched
hersh2022_pacific,TON1007,3RP3,discovery-cluster
hersh2022_pacific,TON1008,4R1,pacific-matched
hersh2022_pacific,TON1009,3D,pacific-matched
hersh2022_pacific,TON1010,1+1+3,pacific-matched
hersh2022_pacific,TON1011,3D,pacific-matched
hersh2022_pacific,TON1012,6i,pacific-matched
hersh2022_pacific,TON1013,4D,pacific-matched
hersh2022_pacific,TON1014,4R1,pacific-matched
hersh2022_pacific,TON1015,3D,pacific-matched
hersh2022_pacific,TON1016,3D,pacific-matched
hersh2022_pacific,TON1017,3D,pacific-matched
hersh2022_pacific,TON1018,3D,pacific-matched
hersh2022_pacific,TON1019,3D,pacific-matched
hersh2022_pacific,TON1020,3R,pacific-matched
hersh2022_pacific,TON1021,3D,pacific-matched
hersh2022_pacific,TON1022,3D,pacific-matched
hersh2022_pacific,TON1023,3D,pacific-matched
hersh2022_pacific,TON1024,3D,pacific-matched
hersh2022_pacific,TON1025,3D,pacific-matched
hersh2022_pacific,TON1026,1+1+3,pacific-matched
hersh2022_pacific,TON1027,1+1+3,pacific-matched
hersh2022_pacific,TON1028,3D,pacific-matched
hersh2022_pacific,TON1029,3D,pacific-matched
hersh2022_pacific,TON1030,1+32,pacific-matched
hersh2022_pacific,TON1031,4R1,pacific-matched
hersh2022_pacific,TON1032,3D,pacific-matched
hersh2022_pacific,TON1033,3D,pacific-matched
hersh2022_pacific,TON1034,3D,pacific-matched
hersh2022_pacific,TON1035,3D,pacific-matched
hersh2022_pacific,TON1036,8i,pacific-matched
hersh2022_pacific,TON1037,5R2,pacific-matched
hersh2022_pacific,TON1038,5R2,pacific-matched
hersh2022_pacific,TON1039,6i,pacific-matched
hersh2022_pacific,TON1040,6i,pacific-matched
hersh2022_pacific,TON1041,3D,pacific-matched
hersh2022_pacific,TON1042,4D,pacific-matched
hersh2022_pacific,TON1043,3D,pacific-matched
hersh2022_pacific,TON1044,3D,pacific-matched
hersh2022_pacific,TON1045,2+3,pacific-matched
hersh2022_pacific,TON1046,5R2,pacific-matched
hersh2022_pacific,TON1047,3D,pacific-matched
hersh2022_pacific,TON1048,5R1,pacific-matched
hersh2022_pacific,TON1049,3D,pacific-matched
hersh2022_pacific,TON1050,3D,pacific-matched
hersh2022_pacific,TON1051,3D,pacific-matched
hersh2022_pacific,TON1052,3D,pacific-matched
hersh2022_pacific,TON1053,3D,pacific-matched
hersh2022_pacific,TON1054,4R2,pacific-matched
hersh2022_pacific,TON1055,6i,pacific-matched
hersh2022_pacific,TON1056,5R2,pacific-matched
hersh2022_pacific,TON1057,5R2,pacific-matched
hersh2022_pacific,TON1058,3D,pacific-matched
hersh2022_pacific,TON1059,3D,pacific-matched
hersh2022_pacific,TON1060,9R,pacific-matched
hersh2022_pacific,TON1061,7i,pacific-matched
hersh2022_pacific,TON1062,2+3,pacific-matched
hersh2022_pacific,TON1063,3D,pacific-matched
hersh2022_pacific,TON1064,2+1+1,discovery-cluster
hersh2022_pacific,TON1065,5R2,pacific-matched
hersh2022_pacific,TON1066,5R3,pacific-matched
hersh2022_pacific,TON1067,3R,pacific-matched
hersh2022_pacific,TON1068,5R2,pacific-matched
hersh2022_pacific,TON1069,4R1,pacific-matched
hersh2022_pacific,TON1070,7i,pacific-matched
hersh2022_pacific,TON1071,7i,pacific-matched
hersh2022_pacific,TON1072,3D,pacific-matched
hersh2022_pacific,TON1073,3D,pacific-matched
hersh2022_pacific,TON1074,3D,pacific-matched
hersh2022_pacific,TON1075,5-NOISE,discovery-noise
hersh2022_pacific,TON1076,5R2,pacific-matched
hersh2022_pacific,TON1077,1+1+3,pacific-matched
hersh2022_pacific,TON1078,6i,pacific-matched
hersh2022_pacific,TON1079,4-NOISE,discovery-noise
hersh2022_pacific,TON1080,5R2,pacific-matched
hersh2022_pacific,TON1081,3D,pacific-matched
hersh2022_pacific,TON1082,4-NOISE,discovery-noise
hersh2022_pacific,TON1083,5R2,pacific-matched
hersh2022_pacific,TON1084,3D,pacific-matched
hersh2022_pacific,TON1085,3D,pacific-matched
hersh2022_pacific,TON1086,3RP2,discovery-cluster
hersh2022_pacific,TON1087,5R2,pacific-matched
hersh2022_pacific,TON1088,5R2,pacific-matched
hersh2022_pacific,TON1089,3RP3,discovery-cluster
hersh2022_pacific,TON1090,9i,pacific-matched
hersh2022_pacific,TON1091,1+31,pacific-matched
hersh2022_pacific,TON1092,2+1+1,discovery-cluster
hersh2022_pacific,TON1093,3RP2,discovery-cluster
hersh2022_pacific,TON1094,4R1,pacific-matched
hersh2022_pacific,TON1095,4R1,pacific-matched
hersh2022_pacific,TON1096,4R2,pacific-matched
hersh2022_pacific,TON1097,3D,pacific-matched
hersh2022_pacific,MNP0011,3D,pacific-matched
hersh2022_pacific,MNP0012,3D,pacific-matched
hersh2022_pacific,MNP0030,3D,pacific-matched
hersh2022_pacific,MNP0031,3D,pacific-matched
hersh2022_pacific,MNP0032,6i,pacific-matched
hersh2022_pacific,MNP0044,3RP3,discovery-cluster
hersh2022_pacific,MNP0046,3D,pacific-matched
hersh2022_pacific,MNP0047,3D,pacific-matched
hersh2022_pacific,MNP0055,4R1,pacific-matched
hersh2022_pacific,MNP0056,4R1,pacific-matched
hersh2022_pacific,MNP0058,3+1,discovery-cluster
hersh2022_pacific,MNP0061,3+1,discovery-cluster
hersh2022_pacific,MNP0062,4R1,pacific-matched
hersh2022_pacific,MNP0064,4RP1,discovery-cluster
hersh2022_pacific,MNP0065,3D,pacific-matched
hersh2022_pacific,MNP0066,4R1,pacific-matched
hersh2022_pacific,MNP0067,3+1,discovery-cluster
hersh2022_pacific,MNP0069,3D,pacific-matched
hersh2022_pacific,MNP0070,4R1,pacific-matched
hersh2022_pacific,MNP0071,3D,pacific-matched
hersh2022_pacific,MNP0072,4R1,pacific-matched
hersh2022_pacific,MNP0073,4R1,pacific-matched
hersh2022_pacific,MNP0074,4R2,pacific-matched
hersh2022_pacific,MNP0075,3D,pacific-matched
hersh2022_pacific,MNP0077,2+1,discovery-cluster
hersh2022_pacific,MNP0082,3+1,discovery-cluster
hersh2022_pacific,MNP0084,2+1,discovery-cluster
hersh2022_pacific,MNP0086,1+2+1,discovery-cluster
hersh2022_pacific,MNP0087,3D,pacific-matched
hersh2022_pacific,MNP0088,3D,pacific-matched
hersh2022_pacific,MNP0089,3D,pacific-matched
hersh2022_pacific,MNP0090,3+1,discovery-cluster
hersh2022_pacific,MNP0092,3+1,discovery-cluster
hersh2022_pacific,MNP0093,3+1,discovery-cluster
hersh2022_pacific,MNP0094,3+1,discovery-cluster
hersh2022_pacific,MNP0106,2+1,discovery-cluster
hersh2022_pacific,MNP0107,3RP6,discovery-cluster
hersh2022_pacific,MNP0109,3D,pacific-matched
hersh2022_pacific,MNP0110,3D,pacific-matched
hersh2022_pacific,MNP0111,3D,pacific-matched
hersh2022_pacific,MNP0123,8R,pacific-matched
hersh2022_pacific,MNP0136,6R,pacific-matched
hersh2022_pacific,MNP0137,4+1,discovery-cluster
hersh2022_pacific,MNP0138,4+1,discovery-cluster
hersh2022_pacific,MNP0139,4+1,discovery-cluster
hersh2022_pacific,MNP0140,4+1,discovery-cluster
hersh2022_pacific,MNP0141,4+1,discovery-cluster
hersh2022_pacific,MNP0142,4+1,discovery-cluster
hersh2022_pacific,MNP0143,4+1,discovery-cluster
hersh2022_pacific,MNP0144,3P1,discovery-cluster
hersh2022_pacific,MNP0145,3RP3,discovery-cluster
hersh2022_pacific,MNP0146,3P5,discovery-cluster
hersh2022_pacific,MNP0147,3P2,discovery-cluster
hersh2022_pacific,MNP0148,3D,pacific-matched
hersh2022_pacific,MNP0149,4R2,pacific-matched
hersh2022_pacific,MNP0150,3D,pacific-matched
hersh2022_pacific,MNP0151,3P2,discovery-cluster
hersh2022_pacific,MNP0152,3RP3,discovery-cluster
hersh2022_pacific,MNP0153,3D,pacific-matched
hersh2022_pacific,MNP0154,5R2,pacific-matched
hersh2022_pacific,MNP0155,8R,pacific-matched
hersh2022_pacific,MNP0156,10i,pacific-matched
hersh2022_pacific,MNP0157,8iP2,discovery-cluster
hersh2022_pacific,MNP0158,3D,pacific-matched
hersh2022_pacific,MNP0159,3D,pacific-matched
hersh2022_pacific,MNP0160,3D,pacific-matched
hersh2022_pacific,MNP0161,3D,pacific-matched
hersh2022_pacific,MNP0162,4R2,pacific-matched
hersh2022_pacific,MNP0163,6iP1,discovery-cluster
hersh2022_pacific,MNP0164,4+1,discovery-cluster
hersh2022_pacific,MNP0165,6-NOISE,discovery-noise
hersh2022_pacific,MNP0166,4+1,discovery-cluster
hersh2022_pacific,MNP0167,3P2,discovery-cluster
hersh2022_pacific,MNP0168,3RP3,discovery-cluster
hersh2022_pacific,MNP0169,3RP3,discovery-cluster
